income,year,municipality
35166,2008,SK213 Ålands skärgård
33425,2009,Akaa
26677,2009,Alajärvi
25808,2009,Alavieska
25983,2009,Alavus
27795,2009,Asikkala
43042,2009,Askola
38664,2009,Aura
42183,2009,Brändö
33047,2009,Eckerö
20819,2009,Enonkoski
22521,2009,Enontekiö
59464,2009,Espoo
31904,2009,Eura
36594,2009,Eurajoki
24002,2009,Evijärvi
41367,2009,Finström
26262,2009,Forssa
32741,2009,Föglö
31443,2009,Geta
26406,2009,Haapajärvi
27603,2009,Haapavesi
24030,2009,Hailuoto
23449,2009,Halsua
29714,2009,Hamina
39540,2009,Hammarland
21707,2009,Hankasalmi
34099,2009,Hanko
29580,2009,Harjavalta
18567,2009,Hartola
40189,2009,Hattula
38934,2009,Hausjärvi
26911,2009,Heinola
19608,2009,Heinävesi
41926,2009,Helsinki
18811,2009,Hirvensalmi
37630,2009,Hollola
25679,2009,Huittinen
25444,2009,Humppila
19008,2009,Hyrynsalmi
40309,2009,Hyvinkää
31430,2009,Hämeenkyrö
32893,2009,Hämeenlinna
31118,2009,Ii
27499,2009,Iisalmi
27340,2009,Iitti
26283,2009,Ikaalinen
33321,2009,Ilmajoki
18611,2009,Ilomantsi
28304,2009,Imatra
28054,2009,Inari
44548,2009,Ingå
20913,2009,Isojoki
28988,2009,Isokyrö
36051,2009,Janakkala
27234,2009,Joensuu
34264,2009,Jokioinen
50403,2009,Jomala
27208,2009,Joroinen
19610,2009,Joutsa
19943,2009,Juuka
26324,2009,Juupajoki
22891,2009,Juva
32787,2009,Jyväskylä
24219,2009,Jämijärvi
29770,2009,Jämsä
47329,2009,Järvenpää
45936,2009,Kaarina
18618,2009,Kaavi
29819,2009,Kajaani
29247,2009,Kalajoki
41205,2009,Kangasala
20217,2009,Kangasniemi
27251,2009,Kankaanpää
19654,2009,Kannonkoski
30857,2009,Kannus
21234,2009,Karijoki
33378,2009,Karkkila
22164,2009,Karstula
20505,2009,Karvia
38286,2009,Kaskinen
26981,2009,Kauhajoki
27619,2009,Kauhava
80820,2009,Kauniainen
30768,2009,Kaustinen
22906,2009,Keitele
26437,2009,Kemi
22134,2009,Kemijärvi
36074,2009,Keminmaa
27386,2009,Kimitoön
46000,2009,Kempele
45669,2009,Kerava
25551,2009,Keuruu
23800,2009,Kihniö
21371,2009,Kinnula
59323,2009,Kirkkonummi
22097,2009,Kitee
29551,2009,Kittilä
19687,2009,Kiuruvesi
16153,2009,Kivijärvi
26504,2009,Kokemäki
34007,2009,Kokkola
26158,2009,Kolari
22915,2009,Konnevesi
37999,2009,Kontiolahti
26595,2009,Korsnäs
23102,2009,Koski Tl
29979,2009,Kotka
30848,2009,Kouvola
27189,2009,Kristinestad
33062,2009,Kronoby
21552,2009,Kuhmo
17341,2009,Kuhmoinen
39464,2009,Kumlinge
30829,2009,Kuopio
25855,2009,Kuortane
27247,2009,Kurikka
23359,2009,Kustavi
27972,2009,Kuusamo
22780,2009,Kyyjärvi
29973,2009,Kärkölä
22082,2009,Kärsämäki
33104,2009,Kökar
30299,2009,Lahti
38198,2009,Laihia
28270,2009,Laitila
26053,2009,Lapinjärvi
24391,2009,Lapinlahti
23694,2009,Lappajärvi
30669,2009,Lappeenranta
31490,2009,Lapua
35904,2009,Laukaa
31629,2009,Lemi
50501,2009,Lemland
46228,2009,Lempäälä
27653,2009,Leppävirta
19278,2009,Lestijärvi
19432,2009,Lieksa
45865,2009,Lieto
45810,2009,Liminka
29776,2009,Liperi
39586,2009,Lohja
25355,2009,Loimaa
35281,2009,Loppi
31976,2009,Loviisa
17240,2009,Luhanka
30238,2009,Lumijoki
41828,2009,Lumparland
45818,2009,Larsmo
24810,2009,Luumäki
31204,2009,Malax
42092,2009,Mariehamn
28756,2009,Marttila
48733,2009,Masku
25353,2009,Merijärvi
22002,2009,Merikarvia
20608,2009,Miehikkälä
29027,2009,Mikkeli
33894,2009,Muhos
20870,2009,Multia
27943,2009,Muonio
44570,2009,Korsholm
43551,2009,Muurame
33155,2009,Mynämäki
27713,2009,Myrskylä
43437,2009,Mäntsälä
27605,2009,Mänttä-Vilppula
22251,2009,Mäntyharju
41367,2009,Naantali
30337,2009,Nakkila
27285,2009,Nivala
38707,2009,Nokia
41886,2009,Nousiainen
19900,2009,Nurmes
54789,2009,Nurmijärvi
28428,2009,Närpes
29952,2009,Orimattila
26687,2009,Oripää
27054,2009,Orivesi
27283,2009,Oulainen
37024,2009,Oulu
22642,2009,Outokumpu
21962,2009,Padasjoki
40724,2009,Paimio
22392,2009,Paltamo
37703,2009,Pargas
20129,2009,Parikkala
26549,2009,Parkano
39105,2009,Pedersöre
21289,2009,Pelkosenniemi
22010,2009,Pello
25444,2009,Perho
17258,2009,Pertunmaa
28042,2009,Petäjävesi
25392,2009,Pieksämäki
18232,2009,Pielavesi
33507,2009,Jakobstad
20099,2009,Pihtipudas
49224,2009,Pirkkala
18457,2009,Polvijärvi
24722,2009,Pomarkku
29681,2009,Pori
51131,2009,Pornainen
44341,2009,Porvoo
20577,2009,Posio
22231,2009,Pudasjärvi
32170,2009,Pukkila
21529,2009,Punkalaidun
18399,2009,Puolanka
19650,2009,Puumala
34619,2009,Pyhtää
30011,2009,Pyhäjoki
22254,2009,Pyhäjärvi
28871,2009,Pyhäntä
36710,2009,Pyhäranta
28497,2009,Pälkäne
29219,2009,Pöytyä
33594,2009,Raahe
32892,2009,Raseborg
38881,2009,Raisio
20699,2009,Rantasalmi
21891,2009,Ranua
35392,2009,Rauma
20070,2009,Rautalampi
17151,2009,Rautavaara
25924,2009,Rautjärvi
25140,2009,Reisjärvi
37007,2009,Riihimäki
19588,2009,Ristijärvi
31052,2009,Rovaniemi
29570,2009,Ruokolahti
24817,2009,Ruovesi
47493,2009,Rusko
15795,2009,Rääkkylä
23622,2009,Saarijärvi
19768,2009,Salla
32980,2009,Salo
39813,2009,Saltvik
27330,2009,Sastamala
33076,2009,Sauvo
22573,2009,Savitaipale
25618,2009,Savonlinna
21566,2009,Savukoski
35079,2009,Seinäjoki
28141,2009,Sievi
18616,2009,Siikainen
27064,2009,Siikajoki
21586,2009,Siikalatva
39345,2009,Siilinjärvi
29096,2009,Simo
53894,2009,Sipoo
52549,2009,Siuntio
27440,2009,Sodankylä
21588,2009,Soini
24201,2009,Somero
22270,2009,Sonkajärvi
28481,2009,Sotkamo
29007,2009,Sottunga
19283,2009,Sulkava
37516,2009,Sund
22570,2009,Suomussalmi
23208,2009,Suonenjoki
17315,2009,Sysmä
32020,2009,Säkylä
37554,2009,Taipalsaari
23621,2009,Taivalkoski
24283,2009,Taivassalo
32186,2009,Tammela
32944,2009,Tampere
20958,2009,Tervo
22943,2009,Tervola
27283,2009,Teuva
19713,2009,Tohmajärvi
26707,2009,Toholampi
27620,2009,Toivakka
32570,2009,Tornio
30426,2009,Turku
19246,2009,Tuusniemi
55237,2009,Tuusula
36167,2009,Tyrnävä
36061,2009,Ulvila
23686,2009,Urjala
22664,2009,Utajärvi
26907,2009,Utsjoki
30418,2009,Uurainen
30613,2009,Nykarleby
29440,2009,Uusikaupunki
19781,2009,Vaala
36409,2009,Vaasa
32435,2009,Valkeakoski
46459,2009,Vantaa
28182,2009,Varkaus
25970,2009,Vehmaa
17052,2009,Vesanto
40341,2009,Vesilahti
26806,2009,Veteli
23201,2009,Vieremä
47984,2009,Vihti
22251,2009,Viitasaari
29950,2009,Vimpeli
24593,2009,Virolahti
22427,2009,Virrat
30784,2009,Vårdö
29987,2009,Vörå
20909,2009,Ylitornio
31711,2009,Ylivieska
41772,2009,Ylöjärvi
26885,2009,Ypäjä
25611,2009,Ähtäri
29526,2009,Äänekoski
46250,2009,MK01 Uusimaa
33543,2009,MK02 Southwest Finland
30663,2009,MK04 Satakunta
33699,2009,MK05 Kanta-Häme
33777,2009,MK06 Pirkanmaa
29846,2009,MK07 Päijät-Häme
30293,2009,MK08 Kymenlaakso
29267,2009,MK09 South Karelia
25719,2009,MK10 South Savo
28452,2009,MK11 North Savo
25031,2009,MK12 North Karelia
30349,2009,MK13 Central Finland
29867,2009,MK14 South Ostrobothnia
35556,2009,MK15 Ostrobothnia
32145,2009,MK16 Central Ostrobothnia
33546,2009,MK17 North Ostrobothnia
26381,2009,MK18 Kainuu
28377,2009,MK19 Lapland
42046,2009,MK21 Åland
42481,2009,HVA01 East Uusimaa wellbeing services county
48074,2009,HVA02 Central Uusimaa wellbeing services county
53367,2009,HVA03 West Uusimaa wellbeing services county
46341,2009,HVA04 Vantaa and Kerava wellbeing services county
33543,2009,HVA05 Southwest Finland wellbeing services county
30663,2009,HVA06 Satakunta wellbeing services county
33699,2009,HVA06 Kanta-Häme wellbeing services county
33777,2009,HVA08 Pirkanmaa wellbeing services county
29846,2009,HVA09 Päijät-Häme wellbeing services county
30293,2009,HVA10 Kymenlaakso wellbeing services county
29267,2009,HVA11 South Karelia wellbeing services county
25719,2009,HVA12 South Savo wellbeing services county
28452,2009,HVA13 North Savo wellbeing services county
25031,2009,HVA14 North Karelia wellbeing services county
30349,2009,HVA15 Central Finland wellbeing services county
29867,2009,HVA16 South Ostrobothnia wellbeing services county
35556,2009,HVA17 Ostrobothnia wellbeing services county
32145,2009,HVA18 Central Ostrobothnia wellbeing services county
33546,2009,HVA19 North Ostrobothnia wellbeing services county
26381,2009,HVA20 Kainuu wellbeing services county
28377,2009,HVA21 Lapland wellbeing services county
41926,2009,HVA90 City of Helsinki
42046,2009,HVA91 Åland
46937,2009,SK011 Helsinki
34492,2009,SK014 Raasepori
43248,2009,SK015 Porvoo
31095,2009,SK016 Loviisa
34295,2009,SK021 Åboland-Turunmaa
31705,2009,SK022 Salo
34957,2009,SK023 Turku
28890,2009,SK024 Vakka-Suomi
27643,2009,SK025 Loimaa
34558,2009,SK041 Rauma
29520,2009,SK043 Pori
25389,2009,SK044 Pohjois-Satakunta
34109,2009,SK051 Hämeenlinna
37066,2009,SK052 Riihimäki
28427,2009,SK053 Forssa
26080,2009,SK061 Luoteis-Pirkanmaa
31684,2009,SK063 Etelä-Pirkanmaa
35471,2009,SK064 Tampere
26652,2009,SK068 Lounais-Pirkanmaa
25501,2009,SK069 Ylä-Pirkanmaa
29846,2009,SK071 Lahti
30848,2009,SK081 Kouvola
29734,2009,SK082 Kotka-Hamina
30336,2009,SK091 Lappeenranta
27180,2009,SK093 Imatra
26735,2009,SK101 Mikkeli
24640,2009,SK103 Savonlinna
24770,2009,SK105 Pieksämäki
24033,2009,SK111 Ylä-Savo
31993,2009,SK112 Kuopio
18500,2009,SK113 Koillis-Savo
27916,2009,SK114 Varkaus
21261,2009,SK115 Sisä-Savo
26809,2009,SK122 Joensuu
20622,2009,SK124 Keski-Karjala
19641,2009,SK125 Pielisen Karjala
33009,2009,SK131 Jyväskylä
19300,2009,SK132 Joutsa
24883,2009,SK133 Keuruu
29770,2009,SK134 Jämsä
28697,2009,SK135 Äänekoski
22005,2009,SK138 Saarijärvi-Viitasaari
26047,2009,SK141 Suupohja
31958,2009,SK142 Seinäjoki
25849,2009,SK144 Kuusiokunnat
25786,2009,SK146 Järviseutu
36951,2009,SK152 Vaasa
28757,2009,SK153 Sydösterbotten
34930,2009,SK154 Jakobstadsregionen
26927,2009,SK161 Kaustinen
33669,2009,SK162 Kokkola
37571,2009,SK171 Oulu
25135,2009,SK173 Oulunkaari
32240,2009,SK174 Raahe
25134,2009,SK175 Haapavesi-Siikalatva
25270,2009,SK176 Nivala-Haapajärvi
29276,2009,SK177 Ylivieska
27086,2009,SK178 Koillismaa
21244,2009,SK181 Kehys-Kainuu
28759,2009,SK182 Kajaani
30523,2009,SK191 Rovaniemi
29796,2009,SK192 Kemi-Tornio
21416,2009,SK193 Torniolaakso
21230,2009,SK194 Itä-Lappi
27432,2009,SK196 Tunturi-Lappi
27647,2009,SK197 Pohjois-Lappi
42092,2009,SK211 Mariehamns stad
43151,2009,SK212 Ålands landsbygd
35348,2009,SK213 Ålands skärgård
33651,2010,Akaa
27134,2010,Alajärvi
26600,2010,Alavieska
26284,2010,Alavus
28065,2010,Asikkala
43644,2010,Askola
38680,2010,Aura
40133,2010,Brändö
34700,2010,Eckerö
21718,2010,Enonkoski
23430,2010,Enontekiö
59064,2010,Espoo
31962,2010,Eura
37122,2010,Eurajoki
25545,2010,Evijärvi
41019,2010,Finström
26055,2010,Forssa
33902,2010,Föglö
32611,2010,Geta
27020,2010,Haapajärvi
28666,2010,Haapavesi
23724,2010,Hailuoto
24672,2010,Halsua
29867,2010,Hamina
39572,2010,Hammarland
22269,2010,Hankasalmi
34133,2010,Hanko
29516,2010,Harjavalta
19100,2010,Hartola
40504,2010,Hattula
39289,2010,Hausjärvi
27126,2010,Heinola
19857,2010,Heinävesi
41898,2010,Helsinki
18994,2010,Hirvensalmi
37763,2010,Hollola
25907,2010,Huittinen
26695,2010,Humppila
19466,2010,Hyrynsalmi
40269,2010,Hyvinkää
31974,2010,Hämeenkyrö
32901,2010,Hämeenlinna
31685,2010,Ii
28210,2010,Iisalmi
27321,2010,Iitti
26647,2010,Ikaalinen
33874,2010,Ilmajoki
19630,2010,Ilomantsi
28265,2010,Imatra
27935,2010,Inari
44690,2010,Ingå
21263,2010,Isojoki
29265,2010,Isokyrö
36245,2010,Janakkala
27774,2010,Joensuu
34137,2010,Jokioinen
50608,2010,Jomala
27310,2010,Joroinen
19653,2010,Joutsa
19826,2010,Juuka
27170,2010,Juupajoki
22957,2010,Juva
32583,2010,Jyväskylä
23905,2010,Jämijärvi
29369,2010,Jämsä
47331,2010,Järvenpää
45425,2010,Kaarina
18980,2010,Kaavi
29772,2010,Kajaani
30277,2010,Kalajoki
41638,2010,Kangasala
20374,2010,Kangasniemi
26989,2010,Kankaanpää
18956,2010,Kannonkoski
31327,2010,Kannus
21414,2010,Karijoki
33147,2010,Karkkila
22743,2010,Karstula
20471,2010,Karvia
30997,2010,Kaskinen
26949,2010,Kauhajoki
28008,2010,Kauhava
82546,2010,Kauniainen
31512,2010,Kaustinen
23166,2010,Keitele
27083,2010,Kemi
22401,2010,Kemijärvi
37138,2010,Keminmaa
27512,2010,Kimitoön
45960,2010,Kempele
44982,2010,Kerava
25579,2010,Keuruu
23915,2010,Kihniö
22456,2010,Kinnula
58956,2010,Kirkkonummi
22372,2010,Kitee
30543,2010,Kittilä
20126,2010,Kiuruvesi
17026,2010,Kivijärvi
26408,2010,Kokemäki
34611,2010,Kokkola
26733,2010,Kolari
24032,2010,Konnevesi
38971,2010,Kontiolahti
26918,2010,Korsnäs
22766,2010,Koski Tl
30154,2010,Kotka
30735,2010,Kouvola
26998,2010,Kristinestad
33696,2010,Kronoby
21913,2010,Kuhmo
17339,2010,Kuhmoinen
37780,2010,Kumlinge
31298,2010,Kuopio
25762,2010,Kuortane
27828,2010,Kurikka
24137,2010,Kustavi
27738,2010,Kuusamo
23648,2010,Kyyjärvi
30592,2010,Kärkölä
21693,2010,Kärsämäki
31099,2010,Kökar
30261,2010,Lahti
38276,2010,Laihia
29251,2010,Laitila
26626,2010,Lapinjärvi
24799,2010,Lapinlahti
24719,2010,Lappajärvi
31083,2010,Lappeenranta
31739,2010,Lapua
36307,2010,Laukaa
33201,2010,Lemi
50667,2010,Lemland
45666,2010,Lempäälä
27781,2010,Leppävirta
20913,2010,Lestijärvi
19473,2010,Lieksa
45771,2010,Lieto
46175,2010,Liminka
30959,2010,Liperi
39562,2010,Lohja
25619,2010,Loimaa
35711,2010,Loppi
32077,2010,Loviisa
17731,2010,Luhanka
30773,2010,Lumijoki
42395,2010,Lumparland
46917,2010,Larsmo
24973,2010,Luumäki
31692,2010,Malax
41544,2010,Mariehamn
28233,2010,Marttila
48633,2010,Masku
25379,2010,Merijärvi
22321,2010,Merikarvia
21352,2010,Miehikkälä
29491,2010,Mikkeli
34202,2010,Muhos
22393,2010,Multia
27950,2010,Muonio
44787,2010,Korsholm
44501,2010,Muurame
32938,2010,Mynämäki
27870,2010,Myrskylä
43515,2010,Mäntsälä
26944,2010,Mänttä-Vilppula
22899,2010,Mäntyharju
40697,2010,Naantali
29934,2010,Nakkila
27921,2010,Nivala
38420,2010,Nokia
41765,2010,Nousiainen
20389,2010,Nurmes
54805,2010,Nurmijärvi
28813,2010,Närpes
30278,2010,Orimattila
26510,2010,Oripää
27064,2010,Orivesi
27612,2010,Oulainen
36880,2010,Oulu
22110,2010,Outokumpu
22277,2010,Padasjoki
39410,2010,Paimio
22865,2010,Paltamo
37798,2010,Pargas
20182,2010,Parikkala
26089,2010,Parkano
39659,2010,Pedersöre
22371,2010,Pelkosenniemi
22686,2010,Pello
25556,2010,Perho
17588,2010,Pertunmaa
28797,2010,Petäjävesi
25093,2010,Pieksämäki
18760,2010,Pielavesi
33779,2010,Jakobstad
21080,2010,Pihtipudas
48724,2010,Pirkkala
19087,2010,Polvijärvi
24663,2010,Pomarkku
29958,2010,Pori
51414,2010,Pornainen
44498,2010,Porvoo
20714,2010,Posio
22348,2010,Pudasjärvi
33006,2010,Pukkila
20967,2010,Punkalaidun
18588,2010,Puolanka
19804,2010,Puumala
35754,2010,Pyhtää
30721,2010,Pyhäjoki
22659,2010,Pyhäjärvi
30215,2010,Pyhäntä
37327,2010,Pyhäranta
28049,2010,Pälkäne
29183,2010,Pöytyä
34082,2010,Raahe
32985,2010,Raseborg
37987,2010,Raisio
21112,2010,Rantasalmi
22343,2010,Ranua
35481,2010,Rauma
20211,2010,Rautalampi
17339,2010,Rautavaara
25853,2010,Rautjärvi
25724,2010,Reisjärvi
36948,2010,Riihimäki
20184,2010,Ristijärvi
31452,2010,Rovaniemi
29207,2010,Ruokolahti
24904,2010,Ruovesi
47391,2010,Rusko
16195,2010,Rääkkylä
23746,2010,Saarijärvi
20068,2010,Salla
32012,2010,Salo
39373,2010,Saltvik
27779,2010,Sastamala
33305,2010,Sauvo
23118,2010,Savitaipale
25769,2010,Savonlinna
22742,2010,Savukoski
35727,2010,Seinäjoki
30086,2010,Sievi
19323,2010,Siikainen
27964,2010,Siikajoki
22440,2010,Siikalatva
39761,2010,Siilinjärvi
29809,2010,Simo
53887,2010,Sipoo
51431,2010,Siuntio
27915,2010,Sodankylä
22394,2010,Soini
23784,2010,Somero
22603,2010,Sonkajärvi
29499,2010,Sotkamo
33163,2010,Sottunga
19488,2010,Sulkava
37529,2010,Sund
23235,2010,Suomussalmi
24275,2010,Suonenjoki
17540,2010,Sysmä
31901,2010,Säkylä
37777,2010,Taipalsaari
23813,2010,Taivalkoski
23945,2010,Taivassalo
32451,2010,Tammela
32646,2010,Tampere
20999,2010,Tervo
24127,2010,Tervola
26280,2010,Teuva
20851,2010,Tohmajärvi
27137,2010,Toholampi
28418,2010,Toivakka
34338,2010,Tornio
30112,2010,Turku
19513,2010,Tuusniemi
55308,2010,Tuusula
37104,2010,Tyrnävä
36045,2010,Ulvila
23680,2010,Urjala
23150,2010,Utajärvi
27601,2010,Utsjoki
32046,2010,Uurainen
31805,2010,Nykarleby
29132,2010,Uusikaupunki
20363,2010,Vaala
35985,2010,Vaasa
32102,2010,Valkeakoski
46137,2010,Vantaa
27241,2010,Varkaus
25725,2010,Vehmaa
17586,2010,Vesanto
40605,2010,Vesilahti
27971,2010,Veteli
24838,2010,Vieremä
48022,2010,Vihti
22674,2010,Viitasaari
30304,2010,Vimpeli
25071,2010,Virolahti
22530,2010,Virrat
30462,2010,Vårdö
31113,2010,Vörå
21874,2010,Ylitornio
32150,2010,Ylivieska
42379,2010,Ylöjärvi
26853,2010,Ypäjä
26405,2010,Ähtäri
29282,2010,Äänekoski
46157,2010,MK01 Uusimaa
33182,2010,MK02 Southwest Finland
30790,2010,MK04 Satakunta
33760,2010,MK05 Kanta-Häme
33687,2010,MK06 Pirkanmaa
29932,2010,MK07 Päijät-Häme
30364,2010,MK08 Kymenlaakso
29545,2010,MK09 South Karelia
25965,2010,MK10 South Savo
28814,2010,MK11 North Savo
25556,2010,MK12 North Karelia
30387,2010,MK13 Central Finland
30336,2010,MK14 South Ostrobothnia
35583,2010,MK15 Ostrobothnia
32783,2010,MK16 Central Ostrobothnia
33756,2010,MK17 North Ostrobothnia
26688,2010,MK18 Kainuu
29056,2010,MK19 Lapland
41837,2010,MK21 Åland
42668,2010,HVA01 East Uusimaa wellbeing services county
48110,2010,HVA02 Central Uusimaa wellbeing services county
53165,2010,HVA03 West Uusimaa wellbeing services county
45964,2010,HVA04 Vantaa and Kerava wellbeing services county
33182,2010,HVA05 Southwest Finland wellbeing services county
30790,2010,HVA06 Satakunta wellbeing services county
33760,2010,HVA06 Kanta-Häme wellbeing services county
33687,2010,HVA08 Pirkanmaa wellbeing services county
29932,2010,HVA09 Päijät-Häme wellbeing services county
30364,2010,HVA10 Kymenlaakso wellbeing services county
29545,2010,HVA11 South Karelia wellbeing services county
25965,2010,HVA12 South Savo wellbeing services county
28814,2010,HVA13 North Savo wellbeing services county
25556,2010,HVA14 North Karelia wellbeing services county
30387,2010,HVA15 Central Finland wellbeing services county
30336,2010,HVA16 South Ostrobothnia wellbeing services county
35583,2010,HVA17 Ostrobothnia wellbeing services county
32783,2010,HVA18 Central Ostrobothnia wellbeing services county
33756,2010,HVA19 North Ostrobothnia wellbeing services county
26688,2010,HVA20 Kainuu wellbeing services county
29056,2010,HVA21 Lapland wellbeing services county
41898,2010,HVA90 City of Helsinki
41837,2010,HVA91 Åland
46820,2010,SK011 Helsinki
34563,2010,SK014 Raasepori
43460,2010,SK015 Porvoo
31271,2010,SK016 Loviisa
34428,2010,SK021 Åboland-Turunmaa
30819,2010,SK022 Salo
34564,2010,SK023 Turku
29009,2010,SK024 Vakka-Suomi
27733,2010,SK025 Loimaa
34672,2010,SK041 Rauma
29695,2010,SK043 Pori
25246,2010,SK044 Pohjois-Satakunta
34176,2010,SK051 Hämeenlinna
37158,2010,SK052 Riihimäki
28414,2010,SK053 Forssa
26067,2010,SK061 Luoteis-Pirkanmaa
31617,2010,SK063 Etelä-Pirkanmaa
35332,2010,SK064 Tampere
26992,2010,SK068 Lounais-Pirkanmaa
25307,2010,SK069 Ylä-Pirkanmaa
29932,2010,SK071 Lahti
30735,2010,SK081 Kouvola
29991,2010,SK082 Kotka-Hamina
30776,2010,SK091 Lappeenranta
27121,2010,SK093 Imatra
27170,2010,SK101 Mikkeli
24849,2010,SK103 Savonlinna
24558,2010,SK105 Pieksämäki
24643,2010,SK111 Ylä-Savo
32454,2010,SK112 Kuopio
18788,2010,SK113 Koillis-Savo
27390,2010,SK114 Varkaus
21913,2010,SK115 Sisä-Savo
27382,2010,SK122 Joensuu
21140,2010,SK124 Keski-Karjala
19881,2010,SK125 Pielisen Karjala
32999,2010,SK131 Jyväskylä
19399,2010,SK132 Joutsa
25129,2010,SK133 Keuruu
29369,2010,SK134 Jämsä
28630,2010,SK135 Äänekoski
22441,2010,SK138 Saarijärvi-Viitasaari
25835,2010,SK141 Suupohja
32516,2010,SK142 Seinäjoki
26230,2010,SK144 Kuusiokunnat
26494,2010,SK146 Järviseutu
36821,2010,SK152 Vaasa
28260,2010,SK153 Sydösterbotten
35526,2010,SK154 Jakobstadsregionen
27693,2010,SK161 Kaustinen
34261,2010,SK162 Kokkola
37492,2010,SK171 Oulu
25547,2010,SK173 Oulunkaari
32826,2010,SK174 Raahe
26149,2010,SK175 Haapavesi-Siikalatva
25753,2010,SK176 Nivala-Haapajärvi
30034,2010,SK177 Ylivieska
26939,2010,SK178 Koillismaa
21706,2010,SK181 Kehys-Kainuu
28969,2010,SK182 Kajaani
30929,2010,SK191 Rovaniemi
30934,2010,SK192 Kemi-Tornio
22248,2010,SK193 Torniolaakso
21583,2010,SK194 Itä-Lappi
28163,2010,SK196 Tunturi-Lappi
27899,2010,SK197 Pohjois-Lappi
41544,2010,SK211 Mariehamns stad
43295,2010,SK212 Ålands landsbygd
34828,2010,SK213 Ålands skärgård
34486,2011,Akaa
27547,2011,Alajärvi
27805,2011,Alavieska
26501,2011,Alavus
28380,2011,Asikkala
43023,2011,Askola
38980,2011,Aura
38974,2011,Brändö
34867,2011,Eckerö
20865,2011,Enonkoski
23475,2011,Enontekiö
58792,2011,Espoo
31809,2011,Eura
37162,2011,Eurajoki
26198,2011,Evijärvi
40355,2011,Finström
26172,2011,Forssa
32787,2011,Föglö
32855,2011,Geta
27129,2011,Haapajärvi
29356,2011,Haapavesi
23895,2011,Hailuoto
23828,2011,Halsua
30582,2011,Hamina
39470,2011,Hammarland
22638,2011,Hankasalmi
33289,2011,Hanko
29006,2011,Harjavalta
18940,2011,Hartola
39799,2011,Hattula
39594,2011,Hausjärvi
26989,2011,Heinola
20381,2011,Heinävesi
41902,2011,Helsinki
18992,2011,Hirvensalmi
38211,2011,Hollola
26055,2011,Huittinen
27826,2011,Humppila
19868,2011,Hyrynsalmi
40308,2011,Hyvinkää
32643,2011,Hämeenkyrö
33102,2011,Hämeenlinna
32120,2011,Ii
28840,2011,Iisalmi
27452,2011,Iitti
26799,2011,Ikaalinen
34686,2011,Ilmajoki
20127,2011,Ilomantsi
28806,2011,Imatra
28345,2011,Inari
43743,2011,Ingå
21488,2011,Isojoki
29672,2011,Isokyrö
36430,2011,Janakkala
27857,2011,Joensuu
34453,2011,Jokioinen
50653,2011,Jomala
27155,2011,Joroinen
20077,2011,Joutsa
19899,2011,Juuka
27087,2011,Juupajoki
23036,2011,Juva
32622,2011,Jyväskylä
24955,2011,Jämijärvi
29490,2011,Jämsä
46984,2011,Järvenpää
45015,2011,Kaarina
20081,2011,Kaavi
30252,2011,Kajaani
31059,2011,Kalajoki
41917,2011,Kangasala
20523,2011,Kangasniemi
27358,2011,Kankaanpää
20448,2011,Kannonkoski
31618,2011,Kannus
21293,2011,Karijoki
33453,2011,Karkkila
22648,2011,Karstula
20678,2011,Karvia
29763,2011,Kaskinen
27157,2011,Kauhajoki
28588,2011,Kauhava
82716,2011,Kauniainen
31984,2011,Kaustinen
23658,2011,Keitele
27740,2011,Kemi
23167,2011,Kemijärvi
37241,2011,Keminmaa
27319,2011,Kimitoön
45890,2011,Kempele
44444,2011,Kerava
25290,2011,Keuruu
24428,2011,Kihniö
22317,2011,Kinnula
58654,2011,Kirkkonummi
22555,2011,Kitee
31304,2011,Kittilä
20598,2011,Kiuruvesi
16735,2011,Kivijärvi
26727,2011,Kokemäki
34881,2011,Kokkola
26562,2011,Kolari
24643,2011,Konnevesi
39610,2011,Kontiolahti
28093,2011,Korsnäs
22132,2011,Koski Tl
29907,2011,Kotka
30633,2011,Kouvola
26831,2011,Kristinestad
34352,2011,Kronoby
22061,2011,Kuhmo
17700,2011,Kuhmoinen
37563,2011,Kumlinge
31546,2011,Kuopio
26118,2011,Kuortane
28261,2011,Kurikka
24505,2011,Kustavi
27526,2011,Kuusamo
23890,2011,Kyyjärvi
31517,2011,Kärkölä
22270,2011,Kärsämäki
30762,2011,Kökar
30671,2011,Lahti
39086,2011,Laihia
29494,2011,Laitila
26782,2011,Lapinjärvi
25241,2011,Lapinlahti
25747,2011,Lappajärvi
31248,2011,Lappeenranta
32652,2011,Lapua
36670,2011,Laukaa
33131,2011,Lemi
51562,2011,Lemland
46562,2011,Lempäälä
27843,2011,Leppävirta
21579,2011,Lestijärvi
19542,2011,Lieksa
45895,2011,Lieto
46716,2011,Liminka
31589,2011,Liperi
39425,2011,Lohja
25948,2011,Loimaa
36007,2011,Loppi
31942,2011,Loviisa
19266,2011,Luhanka
30750,2011,Lumijoki
43614,2011,Lumparland
48133,2011,Larsmo
25175,2011,Luumäki
32217,2011,Malax
41709,2011,Mariehamn
27658,2011,Marttila
48933,2011,Masku
25925,2011,Merijärvi
22893,2011,Merikarvia
21692,2011,Miehikkälä
29547,2011,Mikkeli
34331,2011,Muhos
21648,2011,Multia
28118,2011,Muonio
45307,2011,Korsholm
45071,2011,Muurame
32736,2011,Mynämäki
