municipality,year,depression,involuntary_care,psychotic,Bankruptcies instigated, number of enterprises,bankruptcy_ratio,type_of_debt_x,mean_debt_euro_buisiness,income,Life_support,Pension benefits_excl_guaranteed_pension,Pension_support,Pensioner_housing_allowance,Special_care_allowance,School_travel_allowance,Rehabilitation,Rehabilitation_allowance,Child_benefit,Child_care_allowances,Special_support_for_immigrants,Student_loan_repayment,Student_loan_interest_subsidy,Student_loan_reduction,Study_support,Family_leave_allowance,Basic_income_support,Medical_benefits,Sickness_benefits,Military_allowance,Guaranteed_pension,Unemployment_insurance,Disability_benefits,Parental_allowance,Annual_holiday_expense_allowance,Temporary_power_support,General_housing_allowance,Maternity_allowance,type_of_debt_y,mean_debt_euro_housing,type_of_debt_x,mean_debt_euro_other,pop_rate,poverty_rate,type_of_debt_y,mean_debt_euro_study,type_of_debt,mean_debt_euro_total
Hankasalmi,2009,0.693323032582311,-0.811618757633357,1.21681876615532,3,11,0.272727272727273,Loans charged on business activities or a source of income,4834,21707,0,0,0,0,10,110,123,95,519,112,0,5,7,5,261,7,0,4178,320,10,18.875,240,0,137,15,10,0,66,Housing loans,22888,Other debts,11486,9.6,19.4,Study loans,427,Debts total,39635
Hankasalmi,2010,0.394993060071839,-1.30629823716043,1.22277642483493,0,0,0,Loans charged on business activities or a source of income,4879,22269,0,0,0,0,10,107,116,75,531,137,0,5,4,5,273,7,0,4279,282,15,18.875,267,0,148,23,10,0,47,Housing loans,24240,Other debts,10415,9.7,19.6,Study loans,424,Debts total,39958
Hankasalmi,2011,0.446376682783577,-0.485340232299259,0.648437814929025,1,10,0.1,Loans charged on business activities or a source of income,4637,22638,0,0,0,0,6,117,91,65,526,118,0,5,4,5,248,7,0,4242,305,11,0,289,0,125,20,10,0,53,Housing loans,24631,Other debts,10005,9.6,19.4,Study loans,371,Debts total,39644
Hankasalmi,2012,0.52623216671712,-0.845329513687413,0.334406628140618,3,4,0.75,Loans charged on business activities or a source of income,4258,23013,0,0,0,0,7,126,98,76,529,117,0,5,4,5,245,7,0,4201,349,11,0,272,0,140,24,10,0,55,Housing loans,25578,Other debts,9759,9.5,18.8,Study loans,412,Debts total,40008
Hankasalmi,2013,0.104001889456682,-0.0609640654068423,0.249702043581913,1,1,1,Loans charged on business activities or a source of income,3688,22872,0,0,0,0,8,145,119,61,519,122,0,5,4,5,216,7,0,4118,324,6,0,286,0,148,26,10,0,58,Housing loans,25758,Other debts,9599,9.5,17.4,Study loans,385,Debts total,39430
Hankasalmi,2014,-0.327092378552621,-0.263483319119225,0.406454505742629,1,1,1,Loans charged on business activities or a source of income,3693,22403,0,0,0,0,11,132,111,63,503,126,0,5,4,4,215,7,0,4016,304,6,0,294,0,146,26,10,0,42,Housing loans,25963,Other debts,11475,9.3,17.4,Study loans,416,Debts total,41548
Hankasalmi,2015,-0.334699445981991,0.210271016613159,-0.0747986326914469,0,0,0,Loans charged on business activities or a source of income,4244,22510,0,0,0,0,11,108,110,64,480,124,0,5,4,4,196,7,0,3948,297,6,0,278,0,113,16,10,0,40,Housing loans,25758,Other debts,12056,9.2,17.3,Study loans,.,Debts total,42059
Hankasalmi,2016,-0.52781374092219,-0.206436683133145,0.0366715396222464,3,4,0.75,Loans charged on business activities or a source of income,4132,22564,0,0,0,0,11,133,102,52,463,106,0,5,4,6,192,7,0,3646,283,6,0,311,0,118,19,10,0,34,Housing loans,26445,Other debts,11743,9,17.3,Study loans,.,Debts total,42320
Hankasalmi,2017,-0.373726411765749,-0.249244261205429,-0.0313836256085702,7,11,0.636363636363636,Loans charged on business activities or a source of income,4178,22828,0,0,0,0,5,119,101,56,457,105,0,5,4,6,159,7,0,3548,256,4,0,295,0,95,15,10,0,27,Housing loans,25734,Other debts,11715,8.8,17.7,Study loans,.,Debts total,41627
Hankasalmi,2018,0.36909203128713,-0.251597008012367,0.106334984993281,1,2,0.5,Loans charged on business activities or a source of income,4801,23372,56.53846154,987.2307692,5.5,207.9230769,4,66.45454545,45.84615385,17,416.8461538,55.23076923,0,5,4,6,83.15384615,12,72.84615385,1874.923077,69.53846154,4,130.2307692,176.8461538,335.8461538,31.92307692,10,10,136.3846154,12.33333333,Housing loans,24446,Other debts,11475,8.6,16.7,Study loans,.,Debts total,40721
Hankasalmi,2019,1.31059828538349,-0.306908978891469,0.134322836473872,4,12,0.333333333333333,Loans charged on business activities or a source of income,4393,23574,55.46153846,956.5384615,6.384615385,205.1538462,4,59.66666667,51,15.92307692,405.2307692,47.30769231,0,6,4,6,86.15384615,12,70.53846154,1867.384615,67.30769231,5.4,125.6923077,156.0769231,324.5384615,32.69230769,9.5,10,134.2307692,13.5,Housing loans,23817,Other debts,11928,8.5,17.1,Study loans,.,Debts total,40137
Hankasalmi,2020,1.03090596208268,-1.61171984042819,0.108229005680254,1,2,0.5,Loans charged on business activities or a source of income,4796,23473,55,1014.615385,9.384615385,208.7692308,4,63.1,46.84615385,21,395.6153846,48.53846154,0,4,4,6,89.07692308,7,82.15384615,1843.230769,67.07692308,5.4,152.6923077,184.2307692,361.1538462,25.46153846,8,10,136.6923077,11.75,Housing loans,22682,Other debts,11936,8.4,16.7,Study loans,.,Debts total,39413
Hankasalmi,2021,1.33220531119746,-1.19722867199784,-0.0791402434326322,2,3,0.666666666666667,Loans charged on business activities or a source of income,4825,24309,56.53846154,992.6153846,5.692307692,209.9230769,4,36.53846154,44.23076923,18.30769231,394.9230769,44.38461538,0,4,4,6,88.53846154,5,78.30769231,1846.461538,75.46153846,5.4,148.1538462,171.1538462,362.1538462,26.46153846,7.5,10,126.9230769,12,Housing loans,21651,Other debts,12527,8.2,16.5,Study loans,.,Debts total,39003
Hankasalmi,2022,1.69980035612631,-1.14131599941559,0.155821004526623,0,0,0,Loans charged on business activities or a source of income,3898,24087,50.30769231,956.8461538,4.583333333,206,4,40.33333333,43.15384615,16.23076923,385.3846154,34.07692308,0,5,4,6,80.69230769,7,73.15384615,1875.923077,96.69230769,5.4,141.8461538,131.9230769,352.4615385,24.15384615,9,10,115.8461538,9.666666667,Housing loans,19610,Other debts,11859,8,16.7,Study loans,.,Debts total,35367
Hanko,2008,-0.479560322504155,1.05750123731006,-0.402880728599825,2,6,0.333333333333333,Loans charged on business activities or a source of income,2057,37279,38.125,0,0,0,9,145,87,93,1022,189,0,4,5,6,265,4,58.25,7668,757,14,126.25,334,0,239,33,10,0,97,Housing loans,37004,Other debts,9321,82.3,10.7,Study loans,249,Debts total,48631
Hanko,2009,-0.407670076404055,0.791402931323467,-0.303699837025786,5,26,0.192307692307692,Loans charged on business activities or a source of income,1815,34099,0,0,0,0,9,129,93,74,1013,182,0,4,6,6,283,4,58.25,7537,643,18,126.25,429,0,248,45,10,0,96,Housing loans,38463,Other debts,9818,82.1,11.1,Study loans,229,Debts total,50325
Hanko,2010,-0.629282896403129,0.768145759034195,-0.415611553384566,7,15,0.466666666666667,Loans charged on business activities or a source of income,2407,34133,0,0,0,0,4,144,87,82,992,192,0,4,6,6,295,4,58.25,7507,599,16,126.25,421,0,241,27,10,0,91,Housing loans,39681,Other debts,8908,80.9,11,Study loans,271,Debts total,51267
Hanko,2011,-0.488867420908854,0.135942668479196,-0.385951103144036,3,8,0.375,Loans charged on business activities or a source of income,2257,33289,0,0,0,0,6,158,104,84,983,194,0,4,4,5,280,4,58.25,7467,640,13,0,451,0,240,26,10,0,84,Housing loans,39091,Other debts,9031,80.6,11.5,Study loans,281,Debts total,50660
Hanko,2012,-0.0132695704644889,0.108566435805921,-0.312714591467203,2,5,0.4,Loans charged on business activities or a source of income,2328,31928,0,0,0,0,6,176,98,76,942,194,0,4,4,5,268,4,58.25,7324,575,11,0,478,0,189,25,10,0,67,Housing loans,38987,Other debts,8136,79.3,11.5,Study loans,275,Debts total,49726
Hanko,2013,-0.649151425044902,0.273292224697465,-0.280383255911493,7,49,0.142857142857143,Loans charged on business activities or a source of income,2120,30365,0,0,0,0,6,146,91,67,901,174,0,4,4,5,261,4,58.25,7202,460,12,0,501,0,155,21,10,0,56,Housing loans,38285,Other debts,7825,77.9,11.7,Study loans,273,Debts total,48503
Hanko,2014,-0.340849969538608,0.303512161537563,-0.347585162087765,8,115,0.0695652173913043,Loans charged on business activities or a source of income,2042,30118,0,0,0,0,6,138,107,61,876,149,0,4,4,5,242,4,58.25,7137,542,11,0,553,0,146,21,10,0,55,Housing loans,37363,Other debts,7701,77.2,10.8,Study loans,261,Debts total,47365
Hanko,2015,-0.441645574263623,-0.228789310882727,-0.278605148899679,4,7,0.571428571428571,Loans charged on business activities or a source of income,1964,30098,0,0,0,0,7,164,112,61,861,141,0,4,4,5,224,4,58.25,6878,470,6,0,592,0,145,18,10,0,57,Housing loans,37503,Other debts,8601,75.8,10.8,Study loans,.,Debts total,48068
Hanko,2016,-0.620331963578108,0.164749931037358,-0.340192175807857,3,3,1,Loans charged on business activities or a source of income,2079,30580,0,0,0,0,10,151,105,54,833,130,0,4,4,5,191,4,58.25,6146,474,12,0,564,0,158,18,10,0,57,Housing loans,37290,Other debts,9136,74.1,10.3,Study loans,.,Debts total,48505
Hanko,2017,-0.133685132455463,0.248785706278555,-0.340433776985841,3,28,0.107142857142857,Loans charged on business activities or a source of income,1968,30599,0,0,0,0,7,158,118,56,800,135,0,4,4,5,191,7,0,6041,463,13,0,532,0,164,32,10,0,55,Housing loans,36169,Other debts,10000,72.8,9.8,Study loans,.,Debts total,48137
Hanko,2018,0.0438348251607589,0.402556638060707,-0.113597946102625,4,67,0.0597014925373134,Loans charged on business activities or a source of income,2060,30828,97.46153846,860.3846154,7.916666667,270.6153846,4,71.63636364,50.15384615,14.84615385,725.6923077,78.46153846,0,5.5,4,5,111.3846154,21,171.6153846,3002.923077,122.8461538,4.5,117.7692308,346.7692308,379,59.76923077,9.8,10,293.2307692,13.4,Housing loans,35029,Other debts,11048,71.4,10.2,Study loans,.,Debts total,48138
Hanko,2019,0.149751190996633,0.583053042552673,0.0357495779272133,2,4,0.5,Loans charged on business activities or a source of income,2156,31097,91.46153846,822,8.461538462,277.5384615,5,60,51.07692308,18.15384615,685.4615385,61,0,6,4,5,109.1538462,13,164.4615385,2972.230769,123.1538462,9.923076923,120,330.1538462,361.3076923,52.46153846,9.666666667,10,270.5384615,10.85714286,Housing loans,34264,Other debts,11500,69.8,10.1,Study loans,.,Debts total,47921
Hanko,2020,0.34230131949745,0.64719341566515,-0.140105318047915,1,1,1,Loans charged on business activities or a source of income,2151,30494,90.69230769,862,12.07692308,277.3846154,4,52,54.92307692,18.69230769,666.8461538,53.15384615,0,5,4,5,108.8333333,8.5,192.8461538,2888.923077,124.6923077,4.2,146.4615385,353.8461538,384.0769231,46.23076923,17,10,258.6153846,13.2,Housing loans,33349,Other debts,14059,68.5,10.2,Study loans,.,Debts total,49559
Hanko,2021,0.758264933760646,0.923769693636655,-0.260772236527189,1,4,0.25,Loans charged on business activities or a source of income,2350,31280,83.69230769,857.6153846,7.153846154,268.6153846,8,42.18181818,56.07692308,19.46153846,643.6153846,48.23076923,0,6.5,4,5,94.30769231,10,174,2935.461538,142.2307692,4.8,150.9230769,340.6153846,386.5384615,44.15384615,10,10,260.6923077,11.2,Housing loans,32994,Other debts,13403,67.9,10,Study loans,.,Debts total,48746
Hanko,2022,0.792654464074702,1.23519337651169,-0.357814385691741,2,5,0.4,Loans charged on business activities or a source of income,2681,30580,78.76923077,830.3846154,4,252.5384615,8,45.66666667,50,12,618.3076923,48.69230769,0,6.5,4,5,86.07692308,12,170.9230769,2984.846154,193.6153846,4,151.0769231,287,365.0769231,48.76923077,11.5,10,235.2307692,11.4,Housing loans,30319,Other debts,12584,66.7,9.9,Study loans,.,Debts total,45584
Harjavalta,2008,0.180080071075422,3.43003587169746,-0.210894497444265,3,4,0.75,Loans charged on business activities or a source of income,2119,30082,73.75,0,4,0,8,163,130,115,768,161,0,5,12,5,320,11,146.5,6153,546,16,142.875,343,0,168,16,10,0,68,Housing loans,21243,Other debts,8399,61.4,14.5,Study loans,493,Debts total,32254
Harjavalta,2009,0.270677934166317,2.71053730299344,0.13862508598259,8,32,0.25,Loans charged on business activities or a source of income,2265,29580,0,0,4,0,10,124,131,108,773,146,0,5,6,5,300,11,146.5,6252,516,12,142.875,372,0,182,19,10,0,63,Housing loans,22169,Other debts,8171,61.1,14.3,Study loans,464,Debts total,33068
Harjavalta,2010,0.0941404146646999,2.85332616036379,0.0590739275592346,4,16,0.25,Loans charged on business activities or a source of income,1909,29516,0,0,4,0,8,141,103,91,751,135,0,5,5,5,283,11,146.5,6266,499,14,142.875,405,0,164,20,10,0,70,Housing loans,22691,Other debts,8675,61.1,14.1,Study loans,426,Debts total,33700
Harjavalta,2011,0.216848803071046,2.19535811837989,0.0255305105042473,5,37,0.135135135135135,Loans charged on business activities or a source of income,1966,29006,0,0,4,0,9,140,106,92,752,144,0,5,5,4,247,11,146.5,6161,453,17,0,402,0,178,24,10,0,67,Housing loans,23039,Other debts,8115,60.8,14.7,Study loans,398,Debts total,33518
Harjavalta,2012,0.240689258149527,1.98973333322349,0.0923548031656071,5,10,0.5,Loans charged on business activities or a source of income,2171,28631,0,0,4,0,6,136,124,104,760,154,0,5,5,5,247,11,146.5,6197,478,20,0,385,0,158,26,10,0,62,Housing loans,22687,Other debts,7149,60.6,14.6,Study loans,394,Debts total,32402
Harjavalta,2013,0.429122117966578,1.83159401675235,-0.211364838683212,1,9,0.111111111111111,Loans charged on business activities or a source of income,2040,28168,0,0,4,0,8,127,133,124,747,143,0,5,5,5,226,11,146.5,6148,491,11,0,425,0,174,29,10,0,65,Housing loans,22322,Other debts,7132,60,13.8,Study loans,403,Debts total,31897
Harjavalta,2014,0.155903196027569,0.949773320282535,-0.0034584366531543,6,28,0.214285714285714,Loans charged on business activities or a source of income,1924,27544,0,0,4,0,6,139,153,114,744,154,0,5,5,5,224,11,146.5,6066,469,15,0,446,0,185,27,10,0,66,Housing loans,21937,Other debts,7437,59.7,13.3,Study loans,422,Debts total,31720
Harjavalta,2015,0.325064483514324,1.03362349729323,-0.169186495844359,4,10,0.4,Loans charged on business activities or a source of income,1868,27403,0,0,4,0,6,148,170,114,741,149,0,5,5,5,227,11,146.5,6028,421,13,0,474,0,190,46,10,0,62,Housing loans,22308,Other debts,7652,59.1,12.9,Study loans,.,Debts total,31828
Harjavalta,2016,0.481623609102511,1.63555259429712,0.107827822126133,2,15,0.133333333333333,Loans charged on business activities or a source of income,1795,27366,0,0,4,0,4,137,168,112,713,141,0,5,5,5,210,11,146.5,5532,412,8,0,478,0,165,21,10,0,59,Housing loans,22412,Other debts,8515,58.6,13.7,Study loans,.,Debts total,32722
Harjavalta,2017,0.656761214222013,1.9542488995978,-0.0384301678228341,2,15,0.133333333333333,Loans charged on business activities or a source of income,2434,27399,0,0,0,0,4,146,155,92,715,134,0,5,5,5,203,11,0,5415,389,7,0,495,0,154,23,10,0,46,Housing loans,21721,Other debts,8716,57.9,13.8,Study loans,.,Debts total,32872
Harjavalta,2018,1.79837728560212,2.36576437870366,-0.190034003478524,2,9,0.222222222222222,Loans charged on business activities or a source of income,2535,27361,129.0769231,905.3076923,4.666666667,259.3076923,4,63.91666667,77.76923077,32.92307692,664.0769231,71.53846154,0,4,5,5,103.4615385,10,174.2307692,2799.538462,119.3846154,5.5,156.0769231,309.6153846,422.6923077,57.53846154,14.5,10,327.9230769,10.44444444,Housing loans,20385,Other debts,7789,56.8,14.4,Study loans,.,Debts total,30709
Harjavalta,2019,2.18985684283561,3.02851050296959,0.333693709891875,1,2,0.5,Loans charged on business activities or a source of income,2473,27429,125.6923077,884.3076923,5,278.7692308,4,66.33333333,87.53846154,38.46153846,622,56.38461538,0,4.5,5,5,109.4615385,16,171.6153846,2788.538462,122.2307692,5,159.6153846,299,430.8461538,47.23076923,8.8,10,309,10,Housing loans,19211,Other debts,8472,56.1,14.5,Study loans,.,Debts total,30156
Harjavalta,2020,1.86750664637117,0.831382636641998,0.113067674191971,3,8,0.375,Loans charged on business activities or a source of income,2162,27505,130.2307692,937.7692308,9.615384615,285.6923077,4,56.58333333,90.84615385,43.15384615,605.3846154,55.84615385,0,8,5,5,118.2307692,14,208.9230769,2705.769231,107.6923077,4.285714286,184.6923077,327.5384615,472,45.61538462,9,10,325.9230769,8.7,Housing loans,18434,Other debts,8782,55.6,13.7,Study loans,.,Debts total,29378
Harjavalta,2021,2.24754867822031,0.934061236765751,0.106194126893509,5,6,0.833333333333333,Loans charged on business activities or a source of income,2013,28295,124.4615385,937.3076923,7.307692308,304.0769231,5,55.91666667,98.61538462,43.69230769,595,54.07692308,0,4,5,5,111.0769231,11.5,182.4615385,2684.307692,125.6923077,5.2,184.7692308,319.6153846,483.0769231,52.84615385,8.75,10,314.2307692,11.85714286,Housing loans,18063,Other debts,9364,54.9,14.7,Study loans,.,Debts total,29440
Harjavalta,2022,1.98036144251327,0.571448245563661,0.222194121393274,0,0,0,Loans charged on business activities or a source of income,1632,27759,124.8461538,902.1538462,5,300.6153846,5,66.83333333,117.6153846,41,580.2307692,52.69230769,0,5,5,5,108.9230769,9.5,163.6923077,2726.538462,204.4615385,5.384615385,179.6153846,290.2307692,469.6153846,53.30769231,9,10,294.2307692,10.33333333,Housing loans,16206,Other debts,8812,54.7,14.7,Study loans,.,Debts total,26650
Hartola,2008,-0.357554017770523,0.0332283159360345,1.322318291887,2,29,0.0689655172413793,Loans charged on business activities or a source of income,4865,18858,109.375,0,0,0,5,85,51,36,313,55,0,4,6,5,115,10.25,142.625,2691,211,9,181.25,162,0,46,6,5,0,13,Housing loans,16561,Other debts,10207,6.4,25.7,Study loans,249,Debts total,31883
Hartola,2009,0.138168000128661,-0.322101381261084,0.994166779117585,1,1,1,Loans charged on business activities or a source of income,4453,18567,0,0,0,0,5,94,45,31,305,47,0,4,6,5,130,10.25,142.625,2701,188,4,181.25,176,0,36,5,5,0,15,Housing loans,17479,Other debts,11337,6.2,23.5,Study loans,219,Debts total,33488
Hartola,2010,0.118109960874925,-0.219586069839862,0.780839119246852,1,19,0.0526315789473684,Loans charged on business activities or a source of income,4826,19100,0,0,0,0,5,99,48,33,286,40,0,4,6,5,147,10.25,142.625,2691,186,5,181.25,187,0,34,6,5,0,18,Housing loans,18393,Other debts,11193,6.2,22.4,Study loans,222,Debts total,34635
Hartola,2011,-0.102260742375795,-0.449560308912912,0.884263528464636,1,1,1,Loans charged on business activities or a source of income,4278,18940,0,0,0,0,5,78,47,31,271,33,0,4,6,5,142,10.25,142.625,2626,179,5,0,172,0,37,6,5,0,16,Housing loans,18216,Other debts,10840,6.1,24.6,Study loans,216,Debts total,33550
Hartola,2012,-0.241690294007292,1.00079112241808,0.872663743200008,1,17,0.0588235294117647,Loans charged on business activities or a source of income,4135,19200,0,0,0,0,5,70,48,35,258,35,0,4,6,5,116,10.25,142.625,2553,179,6,0,171,0,42,6,5,0,18,Housing loans,18532,Other debts,10565,5.9,23.1,Study loans,213,Debts total,33446
Hartola,2013,-0.534769914063087,1.34032650524449,0.606015924729022,2,2,1,Loans charged on business activities or a source of income,4455,18692,0,0,0,0,5,68,42,23,254,43,0,4,6,5,110,10.25,142.625,2532,187,5,0,164,0,53,5,5,0,19,Housing loans,18331,Other debts,10950,5.7,22.1,Study loans,228,Debts total,33964
Hartola,2014,-0.634854943245526,1.34549171193668,0.801326282993626,4,12,0.333333333333333,Loans charged on business activities or a source of income,4435,18270,0,0,0,0,5,77,45,26,248,40,0,4,6,5,109,10.25,142.625,2433,144,4,0,184,0,54,6,5,0,24,Housing loans,18088,Other debts,11585,5.7,22.1,Study loans,280,Debts total,34388
Hartola,2015,-0.576004004052038,-0.0971236720207913,0.661785534044947,1,2,0.5,Loans charged on business activities or a source of income,4579,17930,0,0,0,0,5,61,46,22,237,50,0,4,6,5,91,10.25,142.625,2370,135,4,0,197,0,58,7,5,0,18,Housing loans,17919,Other debts,12599,5.5,24,Study loans,.,Debts total,35097
Hartola,2016,-0.542402249282341,0.256474226940606,0.890540213488389,0,0,0,Loans charged on business activities or a source of income,4089,18102,0,0,0,0,5,63,44,24,226,43,0,4,6,5,90,10.25,142.625,2182,143,4,0,171,0,40,5,5,0,13,Housing loans,16821,Other debts,12831,5.4,21.7,Study loans,.,Debts total,33741
Hartola,2017,-0.222590112182924,0.0128601894745908,0.859350335328436,1,6,0.166666666666667,Loans charged on business activities or a source of income,3752,18055,0,0,0,0,5,61,28,14,219,41,0,4,6,5,81,10.25,0,2093,121,4,0,172,0,41,5,5,0,18,Housing loans,16361,Other debts,13182,5.3,21.1,Study loans,.,Debts total,33294
Hartola,2018,-0.198351314612073,1.46744339858337,0.795841315662525,0,0,0,Loans charged on business activities or a source of income,4045,17872,34.07692308,650.1538462,4.416666667,150.7692308,4,25.08333333,13,5.7,183.8461538,23.30769231,0,4,6,5,38.83333333,4,38,1122.230769,32.30769231,4,80.23076923,115.5384615,165.3846154,13.61538462,9,5,93.46153846,6,Housing loans,14867,Other debts,11177,5.1,22,Study loans,.,Debts total,30089
Hartola,2019,0.150066923594575,1.05699304078496,0.529201739669998,0,0,0,Loans charged on business activities or a source of income,4170,18120,30.53846154,638.3076923,3.428571429,145.5384615,4,17.83333333,17.30769231,6.2,171,19.92307692,0,4,6,5,40.72727273,4,36.92307692,1110,35.61538462,4,78.38461538,103.0769231,162.6153846,9.307692308,9,5,90.84615385,14,Housing loans,13734,Other debts,10413,5,21.2,Study loans,.,Debts total,28317
Hartola,2020,-0.147855962384435,-0.891462176587831,0.552787132338755,1,15,0.0666666666666667,Loans charged on business activities or a source of income,4084,16991,32,672.7692308,3.428571429,146.3076923,4,16.7,14.53846154,5.25,166.1538462,19.46153846,0,4,6,5,36.36363636,5,43.53846154,1092.846154,29.30769231,4,87.76923077,108.8461538,179.1538462,14.38461538,9,5,88.61538462,9,Housing loans,13227,Other debts,10695,4.9,20.4,Study loans,.,Debts total,28005
Hartola,2021,0.599965917122589,-1.16425387332314,0.547580344325027,1,70,0.0142857142857143,Loans charged on business activities or a source of income,3307,18217,28.69230769,662.3846154,3.428571429,141.1538462,4,19,15.84615385,4.666666667,160.4615385,25.53846154,0,4,6,5,26.25,4,39.15384615,1087.769231,30.61538462,4,90.76923077,97.46153846,182.5384615,13.76923077,7,5,75.84615385,11,Housing loans,12653,Other debts,10671,4.8,20,Study loans,.,Debts total,26632
Hartola,2022,0.454177158837509,-1.25407735463148,0.272558652001067,2,2,1,Loans charged on business activities or a source of income,3005,18708,25.92307692,647.4615385,3.428571429,137,4,16.46153846,19.46153846,7.333333333,155.1538462,24.30769231,0,4,6,5,24.72727273,4,37.38461538,1091,40.76923077,4,87.23076923,80.23076923,177.2307692,11.30769231,5,5,66.38461538,20,Housing loans,11736,Other debts,9519,4.7,19.8,Study loans,.,Debts total,24260
Hattula,2008,-0.0364459092943255,-0.864902618971557,-0.537202806569597,3,10,0.3,Loans charged on business activities or a source of income,2725,40423,20.375,0,0,0,9,167,152,106,1181,242,0,4,4,5,350,8,34.125,7244,673,12,75,278,0,305,54,5,0,121,Housing loans,50103,Other debts,13928,26.7,10.6,Study loans,493,Debts total,67249
Hattula,2009,-0.172974391729927,-0.492016322265906,-0.648795898000344,8,30,0.266666666666667,Loans charged on business activities or a source of income,2682,40189,0,0,0,0,10,174,154,105,1183,270,0,4,5,5,373,8,34.125,7377,634,7,75,316,0,341,54,5,0,117,Housing loans,53326,Other debts,14321,26.9,10.6,Study loans,484,Debts total,70814
Hattula,2010,-0.12331405490871,-0.494626528516487,-0.675293674226715,7,38,0.184210526315789,Loans charged on business activities or a source of income,2973,40504,0,0,0,0,9,166,163,102,1175,286,0,4,5,8,367,8,34.125,7540,627,10,75,328,0,299,71,5,0,100,Housing loans,54253,Other debts,13612,27,9.4,Study loans,445,Debts total,71283
Hattula,2011,0.263337026897963,-0.297967760196548,-0.645570447371958,1,3,0.333333333333333,Loans charged on business activities or a source of income,2752,39799,0,0,0,0,13,162,147,93,1152,290,0,4,5,9,384,8,34.125,7596,679,12,0,327,0,313,70,5,0,115,Housing loans,53945,Other debts,13913,27.1,10,Study loans,424,Debts total,71034
Hattula,2012,0.220735923991196,-0.93991768657591,-0.612698012032988,6,47,0.127659574468085,Loans charged on business activities or a source of income,3119,39992,0,0,0,0,12,165,150,90,1150,302,0,4,5,5,372,8,34.125,7606,687,12,0,319,0,314,68,5,0,102,Housing loans,54720,Other debts,12648,27.2,9,Study loans,410,Debts total,70897
Hattula,2013,0.118786060646719,-1.26161376764202,-0.890713776855818,5,23,0.217391304347826,Loans charged on business activities or a source of income,3207,39213,0,0,0,0,11,148,170,89,1149,296,0,4,5,6,349,8,34.125,7514,627,8,0,353,0,297,66,5,0,110,Housing loans,54530,Other debts,11939,27.1,8.8,Study loans,437,Debts total,70114
Hattula,2014,-0.10278795606224,-0.849984675627389,-1.02830072136705,4,20,0.2,Loans charged on business activities or a source of income,3138,39206,0,0,0,0,7,132,177,107,1156,310,0,4,5,8,339,8,34.125,7522,599,9,0,396,0,308,66,5,0,99,Housing loans,54352,Other debts,13049,27.2,9,Study loans,471,Debts total,71010
Hattula,2015,-0.0814929599235506,-1.14432678310411,-1.05036142020792,5,22,0.227272727272727,Loans charged on business activities or a source of income,3276,39406,0,0,0,0,9,144,179,110,1153,304,0,4,5,7,317,8,34.125,7428,556,10,0,429,0,291,67,5,0,92,Housing loans,54314,Other debts,14236,27.2,8,Study loans,.,Debts total,71826
Hattula,2016,-0.334041092638871,-1.02050564411795,-0.884349618358205,5,27,0.185185185185185,Loans charged on business activities or a source of income,3119,39882,0,0,0,0,4,148,155,78,1139,296,0,4,5,7,307,8,34.125,6759,526,8,0,393,0,272,65,5,0,84,Housing loans,54160,Other debts,15115,27.1,7.9,Study loans,.,Debts total,72394
Hattula,2017,0.0415883085338136,-1.03511767050786,-0.918446271022539,2,7,0.285714285714286,Loans charged on business activities or a source of income,3370,39464,0,0,0,0,4,142,138,53,1140,263,0,4,5,4,299,16,0,6589,563,5,0,397,0,277,57,5,0,85,Housing loans,52360,Other debts,15194,26.9,7.9,Study loans,.,Debts total,70924
Hattula,2018,0.738472557462219,-0.70564878849559,-1.00565081866622,2,8,0.25,Loans charged on business activities or a source of income,4313,40108,102.9230769,839.6923077,4.333333333,189.2307692,5,67.5,93.15384615,26.15384615,1060.153846,167,0,5.333333333,5,4,168.1538462,9.6,93.23076923,3084.538462,146.4615385,6,112.3846154,242.3846154,360.8461538,101.3846154,11.5,5,219.9230769,13.16666667,Housing loans,50617,Other debts,14472,26.5,8.5,Study loans,.,Debts total,69401
Hattula,2019,1.13558711039336,-0.656887561720031,-0.685819175849391,0,0,0,Loans charged on business activities or a source of income,4576,40417,93.23076923,812.6153846,4.5,193.5384615,9,68.16666667,98.92307692,27.92307692,1051.076923,155.6923077,0,9.666666667,5,4,168.9230769,10.66666667,88.69230769,3131.230769,142.5384615,5.25,113.7692308,218.7692308,347.2307692,93.69230769,11.66666667,5,203.6153846,12.54545455,Housing loans,49499,Other debts,14670,26.3,8.7,Study loans,.,Debts total,68745
Hattula,2020,1.30841342047,-1.73503501204454,-0.758797939373541,3,13,0.230769230769231,Loans charged on business activities or a source of income,3817,40000,90.38461538,879.4615385,4,204.7692308,7,60.90909091,93.46153846,25.84615385,1033.846154,147.6923077,0,5.666666667,5,4,172.9230769,12,108.6923077,2990.461538,139.5384615,5.4,138.6153846,252.6923077,399.5384615,81.53846154,11.88888889,5,200,11.66666667,Housing loans,48535,Other debts,14554,26.2,7.6,Study loans,.,Debts total,66906
