municipality,year,depression,involuntary_care,psychotic,Bankruptcies instigated, number of enterprises,bankruptcy_ratio,type_of_debt_x,mean_debt_euro_buisiness,income,Life_support,Pension benefits_excl_guaranteed_pension,Pension_support,Pensioner_housing_allowance,Special_care_allowance,School_travel_allowance,Rehabilitation,Rehabilitation_allowance,Child_benefit,Child_care_allowances,Special_support_for_immigrants,Student_loan_repayment,Student_loan_interest_subsidy,Student_loan_reduction,Study_support,Family_leave_allowance,Basic_income_support,Medical_benefits,Sickness_benefits,Military_allowance,Guaranteed_pension,Unemployment_insurance,Disability_benefits,Parental_allowance,Annual_holiday_expense_allowance,Temporary_power_support,General_housing_allowance,Maternity_allowance,type_of_debt_y,mean_debt_euro_housing,type_of_debt_x,mean_debt_euro_other,pop_rate,poverty_rate,type_of_debt_y,mean_debt_euro_study,type_of_debt,mean_debt_euro_total
Posio,2011,-0.760185290364555,0.42858995966442,1.47438011002438,3,3,1,Loans charged on business activities or a source of income,2911,21143,0,0,0,0,5,41,63,36,273,53,0,33,5,7.5,165,18.625,1012.5,3095,220,6,0,184,0,54,7,7.2,0,17,Housing loans,11028,Other debts,11334,1.3,19,Study loans,377,Debts total,25650
Posio,2012,-0.400843007275094,0.606744220210619,1.25306063807726,1,1,1,Loans charged on business activities or a source of income,2394,20516,0,0,0,0,5,33,79,52,271,45,0,33,5,4,158,18.625,1012.5,3096,266,6,0,197,0,52,11,7.2,0,19,Housing loans,11065,Other debts,11563,1.2,18,Study loans,402,Debts total,25423
Posio,2013,-0.835529990443513,0.263149427454609,1.42790762144355,0,0,0,Loans charged on business activities or a source of income,2022,19864,0,0,0,0,5,34,88,50,252,51,0,33,5,4,134,18.625,1012.5,2993,245,5,0,177,0,53,6,7.2,0,18,Housing loans,11170,Other debts,12257,1.2,16.9,Study loans,308,Debts total,25757
Posio,2014,-0.674631035369894,0.9815533362744,1.77019133691012,0,0,0,Loans charged on business activities or a source of income,1950,19545,0,0,0,0,9,34,91,42,243,49,0,33,5,4,131,18.625,1012.5,2946,246,5,0,170,0,57,6,7.2,0,21,Housing loans,11009,Other debts,13001,1.2,18.2,Study loans,351,Debts total,26311
Posio,2015,-0.297203746246645,0.305614738461733,1.27572075838209,0,0,0,Loans charged on business activities or a source of income,2028,19167,0,0,0,0,5,28,77,44,229,48,0,33,5,4,101,18.625,1012.5,2822,237,4,0,149,0,43,6,7.2,0,14,Housing loans,11093,Other debts,14713,1.1,17.2,Study loans,.,Debts total,27834
Posio,2016,-0.568568131438489,0.624376448862698,1.95386494480071,0,0,0,Loans charged on business activities or a source of income,3793,18613,0,0,0,0,8,30,74,39,220,43,0,33,5,4,92,18.625,1012.5,2591,210,4,0,185,0,33,5,7.2,0,13,Housing loans,11256,Other debts,11356,1.1,17.5,Study loans,.,Debts total,26405
Posio,2017,-0.281923001478889,1.47792788717307,1.65056317348281,0,0,0,Loans charged on business activities or a source of income,4032,18644,0,0,0,0,11,31,69,26,197,36,0,33,5,4,87,18.625,0,2529,222,4,0,192,0,26,5,7.2,0,6,Housing loans,10618,Other debts,11933,1.1,19.3,Study loans,.,Debts total,26583
Posio,2018,0.600436555800874,1.13206728945634,1.47553011264924,1,1,1,Loans charged on business activities or a source of income,3188,19395,27.92307692,880.1538462,0,183,4,13.54545455,32.23076923,8.769230769,185.2307692,13.15384615,0,33,5,4,50.76923077,4,31.38461538,1389.538462,70.84615385,4,111.4615385,100,291.5384615,11.84615385,6,7.2,57.07692308,16,Housing loans,9363,Other debts,11064,1.1,17.9,Study loans,.,Debts total,23615
Posio,2019,0.989297277209337,-0.12780774377059,1.77800747191949,0,0,0,Loans charged on business activities or a source of income,2531,19531,27.15384615,871.6153846,0,186,5,11.36363636,35.23076923,11.30769231,180.4615385,16.76923077,0,33,5,4,64.38461538,5,24.61538462,1385.307692,60.46153846,4,110.0769231,74.38461538,288.3846154,13.38461538,7,7.2,49.07692308,9,Housing loans,9523,Other debts,11803,1,17.5,Study loans,.,Debts total,23857
Posio,2020,0.728561074223112,-0.858022229474022,1.49469008106345,2,2,1,Loans charged on business activities or a source of income,2264,19438,23.38461538,929.3076923,0,183.1538462,7,10.33333333,32.07692308,8.461538462,173.2307692,17.15384615,0,33,5,4,62.36363636,4,26.92307692,1340,50.92307692,0,128.4615385,81.15384615,318.1538462,13.46153846,6,7.2,50.30769231,12,Housing loans,9425,Other debts,10621,1,15.6,Study loans,.,Debts total,22311
Posio,2021,0.925032079985937,0.0305466942031779,1.77083046481604,1,1,1,Loans charged on business activities or a source of income,2273,20091,21.92307692,901.0769231,0,174.4615385,7,6.545454545,34.07692308,7.846153846,169,12,0,33,5,4,49.83333333,7,26.61538462,1293.769231,50.53846154,0,126.6153846,74.53846154,302.3076923,13.92307692,6,7.2,46.53846154,8.5,Housing loans,9306,Other debts,9349,1,15.9,Study loans,.,Debts total,20929
Posio,2022,1.26108018943746,0.406184060339245,1.56620216351377,1,1,1,Loans charged on business activities or a source of income,1857,19775,21.38461538,860.5384615,0,163.4615385,7,6.125,32.61538462,7.083333333,158.7692308,11.53846154,0,4.5,5,4,39.09090909,6,21.84615385,1295,92.76923077,0,120.6153846,64.30769231,283.1538462,11.53846154,8,7.2,40.69230769,9,Housing loans,8727,Other debts,8346,1,17.7,Study loans,.,Debts total,18930
Pukkila,2008,-0.0336226536999669,-0.708492537346605,-0.887824732823579,2,5,0.4,Loans charged on business activities or a source of income,8698,32615,65,0,0,0,8,85,27,21,250,53,0,5.333333333,4,4,56,5,143,1471,95,4.5,359.125,49,0,55,8,6.666666667,0,26,Housing loans,37540,Other debts,17751,14,16.4,Study loans,313,Debts total,64301
Pukkila,2009,-0.310403663224152,-0.903129907239887,-0.559191176851057,0,0,0,Loans charged on business activities or a source of income,9284,32170,0,0,0,0,8,76,21,11,237,53,0,5.333333333,4,4,60,5,143,1464,109,4.5,359.125,49,0,51,8,6.666666667,0,14,Housing loans,38902,Other debts,18094,13.8,15.6,Study loans,293,Debts total,66573
Pukkila,2010,-0.374180402032908,-0.233376348287591,-0.923285993519296,0,0,0,Loans charged on business activities or a source of income,9320,33006,0,0,0,0,8,86,15,11,230,47,0,5.333333333,4,4,66,5,143,1467,104,4.5,359.125,60,0,45,7,6.666666667,0,18,Housing loans,40623,Other debts,19510,14,14.4,Study loans,317,Debts total,69770
Pukkila,2011,-0.239525778939714,-0.163653996347731,-0.906099608595588,2,4,0.5,Loans charged on business activities or a source of income,8761,34310,0,0,0,0,8,82,16,5,227,42,0,5.333333333,4,4,62,5,143,1530,116,4.5,0,53,0,49,10,6.666666667,0,21,Housing loans,42828,Other debts,19521,13.9,14,Study loans,357,Debts total,71467
Pukkila,2012,0.103149242663623,-0.451189040946722,-1.13020188451881,0,0,0,Loans charged on business activities or a source of income,8114,35080,0,0,0,0,8,85,27,12,235,54,0,5.333333333,4,4,55,5,143,1526,98,4.5,0,58,0,51,6,6.666666667,0,13,Housing loans,42709,Other debts,19312,14.1,12.7,Study loans,341,Debts total,70476
Pukkila,2013,-0.629959471439018,-0.122709650763028,-1.07306064436894,2,2,1,Loans charged on business activities or a source of income,8731,34918,0,0,0,0,8,86,20,9,239,47,0,5.333333333,4,4,57,5,143,1501,117,4.5,0,64,0,52,10,6.666666667,0,17,Housing loans,42460,Other debts,18857,14,11.1,Study loans,288,Debts total,70336
Pukkila,2014,-0.249497442276359,-0.223694301676223,-1.18998228036385,1,2,0.5,Loans charged on business activities or a source of income,7601,34454,0,0,0,0,8,97,21,14,227,47,0,5.333333333,4,4,58,5,143,1497,119,4.5,0,67,0,53,10,6.666666667,0,25,Housing loans,40861,Other debts,19013,13.9,9.9,Study loans,229,Debts total,67704
