mean_debt_euro_buisiness,income,Pensioner_housing_allowance,School_travel_allowance,Rehabilitation,Rehabilitation_allowance,Child_benefit,Medical_benefits,Unemployment_insurance,Disability_benefits,Temporary_power_support,General_housing_allowance,mean_debt_euro_housing,mean_debt_euro_other,pop_rate,poverty_rate,mean_debt_euro_total,year,municipality,depression,involuntary_care,psychotic
5443.0,23762,74.76923077,28.45454545,19.84615385,5.6,135.2307692,748.1538462,44.0,174.3846154,5.5,30.30769231,12127,13034,2.9,17.7,30605,2022,Isojoki,0.867612508680517,-1.95498838103439,0.211131223359492
3438.0,36473,0.0,380.0,261.0,212.0,1984.0,12664.0,457.0,0.0,5.5,0.0,42959,11344,30.3,11.7,58152,2008,Janakkala,0.0707257511509755,-0.639201367491678,-0.32272766104602
3230.0,36051,0.0,377.0,243.0,189.0,2042.0,12799.0,551.0,0.0,5.5,0.0,45025,12239,30.7,10.9,60882,2009,Janakkala,0.0860951738153705,-0.468949431232995,-0.404486035593464
3186.0,36245,0.0,409.0,249.0,202.0,2030.0,13005.0,594.0,0.0,5.5,0.0,46756,11908,30.9,10.2,62222,2010,Janakkala,-0.0702951842798158,-0.378676791400964,-0.338807273392098
2999.0,36430,0.0,389.0,262.0,192.0,2052.0,13064.0,606.0,0.0,5.5,0.0,47083,12077,31.0,10.5,62532,2011,Janakkala,-0.0228252335351206,-0.334851050359496,-0.409100538568152
3061.0,36355,0.0,397.0,245.0,152.0,2007.0,13009.0,639.0,0.0,5.5,0.0,47156,11327,30.9,10.2,61894,2012,Janakkala,0.0304289538763595,-0.875366134035686,-0.225664306248155
3236.0,35942,0.0,418.0,271.0,177.0,1961.0,12961.0,692.0,0.0,5.5,0.0,46757,10612,30.8,9.4,60954,2013,Janakkala,-0.129824245227906,-0.756900218772031,-0.420642330184431
2959.0,35626,0.0,403.0,292.0,193.0,1944.0,13077.0,733.0,0.0,5.5,0.0,46354,11036,30.8,9.4,60718,2014,Janakkala,0.0692371613331127,-0.150901648153324,-0.613330765525116
3266.0,35869,0.0,406.0,323.0,192.0,1926.0,12996.0,792.0,0.0,5.5,0.0,46423,12052,30.8,9.5,61741,2015,Janakkala,0.305159077315617,-0.468425808388566,-0.68888862725009
3212.0,35881,0.0,372.0,304.0,160.0,1907.0,11753.0,788.0,0.0,5.5,0.0,45469,12760,30.5,9.6,61441,2016,Janakkala,0.0989174582047222,-0.44532107052294,-0.344957336688657
3336.0,35602,0.0,371.0,301.0,125.0,1869.0,11456.0,786.0,0.0,5.5,0.0,44296,12777,30.3,10.2,60409,2017,Janakkala,0.369576016080455,-0.652116975841276,-0.480476008328789
3885.0,36112,446.2307692,157.1666667,168.8461538,56.61538462,1731.230769,5509.384615,495.9230769,653.6153846,5.5,479.2307692,43303,12079,30.0,10.3,59267,2018,Janakkala,0.69584026031989,-0.392437832875552,-0.592568141402677
4134.0,36440,449.5384615,129.0,187.7692308,75.30769231,1693.538462,5607.384615,496.1538462,663.8461538,5.5,470.9230769,41743,12098,30.0,10.5,57975,2019,Janakkala,1.04740616286795,0.0903886353577331,-0.296989160696771
3974.0,35815,458.9230769,116.0833333,171.2307692,67.92307692,1647.846154,5331.153846,581.9230769,731.0769231,5.5,486.6923077,41006,12912,29.7,10.1,57892,2020,Janakkala,1.07569080538692,-1.15315749547141,-0.443992906412999
4061.0,36970,454.0769231,109.9166667,188.9230769,67.76923077,1624.461538,5465.461538,556.1538462,743.0769231,5.5,501.9230769,40484,13013,29.8,10.7,57558,2021,Janakkala,1.34098528946624,-1.3580970099809,-0.36847493015512
3455.0,36396,440.7692308,171.6666667,212.9230769,78.23076923,1617.769231,5659.230769,465.4615385,760.5384615,5.5,488.1538462,36720,12209,29.7,10.9,52384,2022,Janakkala,1.45773651334712,-1.42609366968654,-0.262658290432256
1785.0,27819,0.0,618.0,956.0,670.0,5988.0,43834.0,4961.0,0.0,7.0,0.0,24984,7038,30.4,22.3,34906,2008,Joensuu,0.343026468658002,1.62051117622877,0.667844625502954
1979.0,27234,0.0,1107.0,1143.0,786.0,7553.0,54909.0,6125.0,0.0,7.0,0.0,26012,7064,30.5,22.1,36194,2009,Joensuu,0.298828824030669,1.35054308630257,0.497230143662022
1930.0,27774,0.0,1128.0,1197.0,762.0,7486.0,56011.0,6273.0,0.0,7.0,0.0,27721,7253,30.8,21.2,38056,2010,Joensuu,0.478597531055124,0.934787124401651,1.04820892507129
1932.0,27857,0.0,1068.0,1287.0,723.0,7406.0,56174.0,6182.0,0.0,7.0,0.0,28212,7511,31.0,21.6,38796,2011,Joensuu,0.717575810430967,0.984324365842101,0.255244764568547
2171.0,27567,0.0,1024.0,1429.0,792.0,7374.0,57088.0,6329.0,0.0,7.0,0.0,28502,7170,31.1,20.5,38993,2012,Joensuu,1.02750303908402,0.699600708295019,0.88210062846261
2702.0,27329,0.0,1052.0,1783.0,952.0,7278.0,56540.0,6682.0,0.0,7.0,0.0,28693,6434,31.3,19.9,39001,2013,Joensuu,1.03127010116684,0.640637069947499,0.724273021317108
2824.0,27177,0.0,1087.0,2101.0,1020.0,7261.0,57370.0,7307.0,0.0,7.0,0.0,28488,6591,31.5,19.7,39167,2014,Joensuu,1.27882721269238,1.09726231418082,0.562437776629847
2925.0,27049,0.0,966.0,2368.0,1183.0,7180.0,57235.0,7374.0,0.0,7.0,0.0,28915,8003,31.7,19.3,39843,2015,Joensuu,1.56411413542719,1.08993451305452,0.346280982066112
3006.0,26828,0.0,951.0,2348.0,1040.0,7127.0,52106.0,7697.0,0.0,7.0,0.0,28926,8089,31.8,19.3,40022,2016,Joensuu,1.67319349270456,0.856959400979631,0.305641667796058
2685.0,26800,0.0,861.0,2315.0,916.0,7065.0,50943.0,7655.0,0.0,7.0,0.0,28277,8563,31.9,19.4,39526,2017,Joensuu,2.07881051955053,2.46587119640527,0.381968458431553
2929.0,27245,3177.692308,313.75,1375.923077,451.8461538,6709.769231,25116.61538,5026.230769,3381.076923,7.0,9003.153846,27178,8669,32.1,20.0,38775,2018,Joensuu,2.79615206653846,3.29515450764572,0.988849017412643
2914.0,27443,3202.461538,317.2307692,1603.769231,607.0,6634.076923,25639.0,4847.307692,3414.307692,7.0,9178.0,26289,9089,32.3,20.4,38292,2019,Joensuu,3.5536185032921,3.34362650129999,0.561398391466784
2878.0,26918,3260.307692,294.6153846,1693.076923,690.7692308,6562.538462,25117.0,5145.076923,3772.0,7.0,9560.076923,26092,9685,32.3,19.7,38654,2020,Joensuu,3.80905940040164,2.11120858823675,0.661990223793409
2784.0,27691,3316.153846,302.8461538,1890.384615,756.4615385,6498.461538,25658.92308,4734.153846,3864.076923,7.0,9407.846154,25482,10062,32.4,20.0,38328,2021,Joensuu,4.44341622061327,2.17265805535868,0.498203842602143
2685.0,27125,3260.153846,458.4615385,1976.230769,809.0769231,6431.846154,26313.53846,4058.692308,3823.923077,7.0,9087.153846,23414,9365,32.5,20.3,35464,2022,Joensuu,4.56414348667369,1.47377510520745,0.446701922489718
4495.0,35368,0.0,152.0,80.0,72.0,713.0,4317.0,157.0,0.0,12.25,0.0,33895,17447,32.0,13.3,56130,2008,Jokioinen,-0.758818128081392,-0.365566808234835,-0.277842486555077
4686.0,34264,0.0,138.0,101.0,81.0,699.0,4349.0,195.0,0.0,12.25,0.0,34726,18406,31.9,12.8,58066,2009,Jokioinen,-1.16339454516582,-0.170397585129448,-0.3520861808671
5115.0,34137,0.0,135.0,82.0,63.0,701.0,4384.0,228.0,0.0,12.25,0.0,35373,17323,31.7,13.8,58073,2010,Jokioinen,-0.87371997273412,-0.0511220482881607,-0.37353833746251
4270.0,34453,0.0,127.0,85.0,65.0,679.0,4402.0,217.0,0.0,12.25,0.0,35227,17182,31.5,13.6,56918,2011,Jokioinen,-0.570154600521106,0.0241187305532591,-0.454398706400499
4301.0,34756,0.0,152.0,84.0,71.0,677.0,4427.0,206.0,0.0,12.25,0.0,34358,15554,31.3,11.6,54452,2012,Jokioinen,-0.798398648560785,-0.0179717248471777,-0.454984424558364
4464.0,33989,0.0,156.0,118.0,80.0,665.0,4334.0,229.0,0.0,12.25,0.0,34260,15366,31.0,11.6,54372,2013,Jokioinen,-0.546392153223382,-0.0894414188344041,-0.784081366697654
5427.0,33610,0.0,150.0,136.0,86.0,635.0,4354.0,263.0,0.0,12.25,0.0,33335,14708,30.6,11.6,53750,2014,Jokioinen,-0.648133507599869,-0.631046977973394,-0.800637160328873
5309.0,32589,0.0,175.0,120.0,80.0,632.0,4195.0,287.0,0.0,12.25,0.0,33725,15532,30.1,11.1,54566,2015,Jokioinen,-0.471894196625275,-1.04051230440473,-0.923568638264884
6352.0,32883,0.0,160.0,72.0,45.0,607.0,3791.0,283.0,0.0,12.25,0.0,32956,17596,29.6,10.9,56904,2016,Jokioinen,-0.637260793245616,-0.795127605619092,-0.57545786538617
6788.0,32875,0.0,157.0,65.0,39.0,587.0,3702.0,286.0,0.0,12.25,0.0,31656,16487,29.3,10.5,54930,2017,Jokioinen,-0.711918117888233,-0.538017355627652,-0.793247223820109
7716.0,33597,163.0,61.58333333,35.30769231,19.23076923,542.0769231,1820.384615,164.7692308,213.0769231,12.25,125.8461538,31362,15161,28.8,11.5,54239,2018,Jokioinen,-0.414939084698703,-0.81299438648475,-0.971108879017391
7860.0,34123,167.7692308,59.07692308,33.30769231,14.23076923,516.6153846,1813.384615,161.9230769,216.0,12.25,112.8461538,30197,16143,28.5,11.3,54200,2019,Jokioinen,-0.0498424674080823,-0.279636599473926,-0.624541008802974
5969.0,34274,168.6153846,65.54545455,37.07692308,15.07692308,488.1538462,1761.230769,167.7692308,249.9230769,12.25,110.0769231,29975,16757,28.1,10.2,52701,2020,Jokioinen,0.390704188777009,-1.19897362306633,-0.795096951306368
4039.0,34278,164.5384615,56.07692308,38.30769231,19.23076923,486.1538462,1781.0,138.0,245.1538462,12.25,108.4615385,29264,17367,28.0,11.1,50671,2021,Jokioinen,0.461787734367874,-1.40384079801351,-0.700365310062445
3564.0,33090,151.5384615,73.53846154,38.46153846,22.38461538,480.2307692,1826.615385,107.7692308,237.7692308,12.25,115.6153846,26639,15420,27.7,11.4,45623,2022,Jokioinen,0.594918599595245,-1.85126414610687,-0.554899531233861
6579.0,49418,0.0,67.375,22.0,14.0,564.0,2769.0,118.75,0.0,5.0,0.0,73910,16670,27.5,4.6,98324,2008,Jomala,-0.556968532042168,0.111138707804999,-1.44462071451325
5835.0,50403,0.0,67.375,20.0,9.0,574.0,2887.0,118.75,0.0,5.0,0.0,79998,18235,28.2,5.2,105288,2009,Jomala,-0.301714676196246,-0.480450909081041,-1.72548322145681
6504.0,50608,0.0,67.375,21.0,11.0,570.0,2912.0,118.75,0.0,5.0,0.0,83583,17158,28.8,4.4,108375,2010,Jomala,-0.332645193102497,-0.0933778628813637,-2.4585534412644
6011.0,50653,0.0,67.375,24.0,19.0,590.0,2975.0,118.75,0.0,5.0,0.0,85062,19255,29.8,4.8,111466,2011,Jomala,-0.494362684553836,-0.407813819155221,-2.50788284911923
6240.0,51599,0.0,67.375,24.0,22.0,597.0,3062.0,118.75,0.0,5.0,0.0,88740,18020,30.6,4.8,114173,2012,Jomala,-0.405195436303155,-0.305838627968141,-1.40368100936887
6379.0,51897,0.0,67.375,22.0,16.0,605.0,3106.0,4.0,0.0,5.0,0.0,90743,18382,31.0,3.9,116788,2013,Jomala,0.115691000936524,-1.53723692127537,-1.63933889542692
6336.0,52364,0.0,67.375,25.0,15.0,625.0,3175.0,4.0,0.0,5.0,0.0,95196,19335,32.0,4.1,122208,2014,Jomala,0.279350334444459,-0.954721650108525,-2.12784227471421
5306.0,53102,0.0,67.375,24.0,15.0,644.0,3252.0,4.0,0.0,5.0,0.0,98440,23740,32.6,3.7,127486,2015,Jomala,0.0130278279061594,-2.42640427977223,-2.60088839398821
4544.0,53219,0.0,67.375,21.0,12.0,653.0,3109.0,4.0,0.0,5.0,0.0,98768,27142,33.4,4.6,130454,2016,Jomala,-0.0283955211162891,-1.28653822551196,-2.21539431513529
5789.0,53196,0.0,67.375,20.0,8.0,657.0,3144.0,4.0,0.0,5.0,0.0,99434,27311,34.1,4.3,132534,2017,Jomala,0.224252003694344,-1.62669594284547,-2.19232035762382
6487.0,53806,24.30769231,67.375,15.53846154,6.75,653.5384615,1237.230769,4.0,104.7692308,5.0,40.92307692,99658,25887,35.3,5.7,132033,2018,Jomala,0.0635843360602429,-1.49264715154984,-1.91012812148175
5914.0,54583,24.38461538,67.375,22.84615385,7.666666667,694.6923077,1283.0,4.0,106.7692308,5.0,35.84615385,102677,27014,36.7,5.0,135604,2019,Jomala,0.306880982310413,-1.9983717320496,-2.41726082917212
5703.0,53553,26.07692308,67.375,27.23076923,6.5,712.7692308,1285.0,4.0,116.9230769,5.0,39.07692308,104152,28187,37.8,5.3,138043,2020,Jomala,0.712692697252477,-1.98442947528023,-2.35682181274208
5807.0,53736,25.23076923,67.375,34.15384615,5.833333333,723.0769231,1318.0,4.0,112.0769231,5.0,44.07692308,102361,28270,38.6,5.7,136438,2021,Jomala,0.995029936616541,-1.32429586290063,-2.46438064774638
7418.0,52707,26.23076923,67.375,42.76923077,6.363636364,730.3846154,1376.0,4.0,118.7692308,5.0,34.69230769,96204,23356,39.3,5.0,126978,2022,Jomala,1.24298665728931,-2.1464863255944,-2.08837371511166
3912.0,27898,0.0,126.0,116.0,69.0,585.0,4309.0,230.0,0.0,5.0,0.0,22640,13050,9.5,17.0,40118,2008,Joroinen,-0.211099919989855,1.06330964998437,1.09070206987335
4117.0,27208,0.0,141.0,105.0,67.0,577.0,4287.0,254.0,0.0,5.0,0.0,23552,14138,9.4,16.7,42331,2009,Joroinen,-0.194424349252403,0.0060429305783766,0.853015918591926
4224.0,27310,0.0,131.0,91.0,57.0,586.0,4277.0,257.0,0.0,5.0,0.0,23807,14371,9.4,15.7,42921,2010,Joroinen,0.434806434240656,0.046243779267705,0.343696701700408
4269.0,27155,0.0,120.0,92.0,61.0,541.0,4258.0,245.0,0.0,5.0,0.0,23481,14181,9.3,16.8,42400,2011,Joroinen,0.0596955362751093,-0.43134154149549,0.4440223443824
5333.0,27193,0.0,120.0,91.0,60.0,525.0,4163.0,275.0,0.0,5.0,0.0,23236,12754,9.2,15.1,41746,2012,Joroinen,0.0876191127028213,-0.562328983771542,0.0102318407473413
5199.0,27100,0.0,106.0,108.0,76.0,520.0,4125.0,271.0,0.0,5.0,0.0,22876,12337,9.1,14.2,40809,2013,Joroinen,-0.152087361320092,-0.269616378408362,0.108026165005784
4072.0,26578,0.0,118.0,113.0,70.0,511.0,4045.0,285.0,0.0,5.0,0.0,23026,12971,9.0,14.2,40489,2014,Joroinen,-0.0872258360181016,-0.48921422135334,0.449018471094552
2459.0,27402,0.0,92.0,121.0,78.0,497.0,4008.0,265.0,0.0,5.0,0.0,24397,15116,8.9,13.4,41972,2015,Joroinen,0.112568465976576,0.0891873674699806,-0.125280238340164
3143.0,27135,0.0,78.0,109.0,47.0,496.0,3641.0,275.0,0.0,5.0,0.0,21925,15950,8.8,13.5,41018,2016,Joroinen,-0.279641087543084,-0.10724469416235,-0.282250681269083
3895.0,27556,0.0,78.0,90.0,39.0,468.0,3556.0,238.0,0.0,5.0,0.0,21411,16035,8.5,14.3,41342,2017,Joroinen,0.0620536200115812,0.332020996834688,-0.030958866676804
4649.0,27869,201.2307692,35.66666667,43.53846154,16.30769231,429.9230769,1863.307692,129.3846154,270.0,5.0,120.6153846,21077,14563,8.4,14.6,40289,2018,Joroinen,0.564579322148079,0.933386582836481,0.532027486049897
5353.0,28476,203.0,36.18181818,43.53846154,18.92307692,421.6153846,1875.846154,123.7692308,268.1538462,5.0,116.5384615,19720,13808,8.3,15.2,38881,2019,Joroinen,1.22498240206325,0.632530915378482,0.661648298725822
4145.0,28248,201.6153846,34.22222222,46.46153846,27.23076923,413.9230769,1844.076923,138.0,293.6153846,5.0,119.6153846,18656,14920,8.2,13.6,37721,2020,Joroinen,1.53685144776445,0.866928517384294,0.336840330338927
4677.0,29156,206.3846154,28.16666667,50.23076923,27.69230769,401.1538462,1848.846154,125.6923077,293.6153846,5.0,114.8461538,17441,13208,8.0,13.5,35326,2021,Joroinen,2.48700127604143,0.476045003342385,-0.031033866246969
4354.0,28515,192.9230769,35.58333333,47.92307692,24.38461538,379.2307692,1862.384615,102.6923077,287.7692308,5.0,102.8461538,15690,11753,7.9,13.9,31797,2022,Joroinen,2.31866694770347,1.11170787020596,0.214487380881939
4874.0,19884,0.0,82.0,81.0,44.0,455.0,4011.0,225.0,0.0,5.0,0.0,17985,9398,5.9,21.9,32545,2008,Joutsa,-0.17653322425807,-1.12597123883,1.06929393618624
4487.0,19610,0.0,76.0,81.0,38.0,445.0,4121.0,264.0,0.0,5.0,0.0,19144,10223,5.9,20.9,34177,2009,Joutsa,-0.31816175810233,-0.942609403900338,0.97034146251982
4385.0,19653,0.0,81.0,82.0,44.0,435.0,4011.0,269.0,0.0,5.0,0.0,19664,10953,5.8,20.7,35305,2010,Joutsa,-0.392488829148839,-1.4426572221286,1.07192657005101
4324.0,20077,0.0,83.0,63.0,25.0,422.0,3971.0,264.0,0.0,5.0,0.0,20878,11019,5.7,21.1,36462,2011,Joutsa,-0.271618747736056,-0.599307339439739,0.502805273876418
3982.0,20255,0.0,78.0,64.0,32.0,394.0,3900.0,259.0,0.0,5.0,0.0,21172,10495,5.6,18.9,35883,2012,Joutsa,-0.379454648156608,-0.753195655317992,0.186703631382254
4266.0,19827,0.0,73.0,73.0,33.0,405.0,3920.0,275.0,0.0,5.0,0.0,21401,9186,5.6,18.9,35089,2013,Joutsa,-0.294945139502804,-0.663233988159911,0.215530796253894
3726.0,19284,0.0,76.0,86.0,37.0,372.0,3837.0,264.0,0.0,5.0,0.0,20266,9829,5.5,18.1,34074,2014,Joutsa,-0.414165665173237,-1.33246995655432,0.315031987303695
3420.0,19441,0.0,69.0,99.0,51.0,355.0,3720.0,275.0,0.0,5.0,0.0,20109,10887,5.4,19.3,34415,2015,Joutsa,-0.731721113548368,-1.26373483969193,-0.0275424057925086
3448.0,19650,0.0,69.0,89.0,44.0,359.0,3485.0,303.0,0.0,5.0,0.0,19472,11024,5.4,19.3,33944,2016,Joutsa,-0.391940372350843,-0.501563822667446,0.12182515765114
3362.0,19867,0.0,67.0,79.0,31.0,346.0,3364.0,281.0,0.0,5.0,0.0,18625,11904,5.3,19.0,33890,2017,Joutsa,-0.550525614967349,0.0190627944427963,0.0103862609956289
3831.0,20608,230.4615385,29.66666667,32.92307692,11.07692308,312.3846154,1834.461538,187.8461538,301.9230769,5.0,138.3076923,17414,10209,5.2,19.6,31454,2018,Joutsa,-0.228221046252195,-0.0129122156604221,0.228342623014263
4383.0,20555,229.9230769,24.41666667,36.84615385,10.46153846,299.9230769,1811.846154,166.0769231,298.7692308,5.0,131.4615385,16488,10277,5.0,19.3,31149,2019,Joutsa,0.309768087695052,-0.332107997430848,0.606086100247271
4463.0,20235,224.3846154,23.6,32.38461538,6.714285714,294.0769231,1743.538462,176.5384615,334.7692308,5.0,143.5384615,15560,9613,5.0,18.1,29636,2020,Joutsa,0.209620509235644,-1.55337220756008,0.380968664364174
3964.0,20840,227.4615385,21.63636364,37.30769231,6.307692308,287.3846154,1736.384615,156.1538462,324.3846154,5.0,122.9230769,14725,9067,4.9,19.1,27756,2021,Joutsa,0.53463424737209,-1.55970121976193,0.173627321229225
3826.0,20152,221.6153846,26.66666667,39.07692308,7.4,282.0,1757.153846,125.6923077,310.6153846,5.0,102.5384615,13327,8258,4.8,19.0,25412,2022,Joutsa,0.665870021051145,-1.47027024723451,0.166738018464535
2187.0,19966,0.0,87.0,90.0,57.0,545.0,4225.0,368.0,0.0,5.0,0.0,10462,4832,3.8,25.5,17726,2008,Juuka,-0.465999603989629,1.90956477134454,1.69341853120948
1917.0,19943,0.0,80.0,86.0,52.0,529.0,4247.0,321.0,0.0,5.0,0.0,11350,5318,3.8,24.5,18827,2009,Juuka,-0.0933436211721638,1.93696367548503,1.48759233295699
1833.0,19826,0.0,69.0,93.0,54.0,514.0,4246.0,327.0,0.0,5.0,0.0,11363,5529,3.7,23.5,18964,2010,Juuka,-0.173379773538984,1.3484865452525,2.02779204044125
1565.0,19899,0.0,62.0,73.0,43.0,482.0,4310.0,308.0,0.0,5.0,0.0,11249,6287,3.6,24.1,19319,2011,Juuka,-0.0836765192750475,1.19510723993447,1.80679954459356
1544.0,19307,0.0,47.0,67.0,37.0,462.0,4222.0,318.0,0.0,5.0,0.0,11114,5614,3.5,24.0,18475,2012,Juuka,0.0322804012132094,1.05518283872926,2.05252837475758
1359.0,19207,0.0,52.0,82.0,43.0,432.0,4086.0,348.0,0.0,5.0,0.0,11184,7045,3.5,22.7,19777,2013,Juuka,-0.140200511294373,0.716670545108658,1.81573573805025
2144.0,19018,0.0,59.0,109.0,42.0,413.0,4084.0,377.0,0.0,5.0,0.0,11311,6510,3.4,21.9,20187,2014,Juuka,-0.0005343004430519,1.4580693285632,1.40804933729049
2122.0,18548,0.0,56.0,155.0,73.0,382.0,3992.0,368.0,0.0,5.0,0.0,11337,7052,3.4,21.5,20510,2015,Juuka,0.0842419366513806,1.21964720838434,1.28806878938594
2274.0,18570,0.0,55.0,153.0,76.0,364.0,3601.0,383.0,0.0,5.0,0.0,11207,7021,3.3,21.7,20501,2016,Juuka,-0.0012173300652452,1.24927128109989,1.34393482532306
2431.0,18170,0.0,44.0,132.0,62.0,354.0,3475.0,372.0,0.0,5.0,0.0,11309,6828,3.2,21.3,20568,2017,Juuka,0.15381432884986,1.49477882399385,1.21795194387149
1909.0,18338,261.3846154,19.0,49.61538462,21.69230769,329.0769231,1917.538462,247.4615385,394.6923077,5.0,150.6923077,10693,6177,3.1,22.6,18779,2018,Juuka,0.784471143925392,1.89804519243372,2.02269186416669
2246.0,18259,252.5384615,16.84615385,48.61538462,19.84615385,316.0769231,1881.461538,233.9230769,380.6923077,5.0,147.7692308,9696,6369,3.1,24.1,18311,2019,Juuka,1.03100066939446,1.95554026810231,1.47463916413544
2024.0,18361,250.2307692,19.6,52.15384615,23.61538462,304.5384615,1813.076923,237.3846154,414.0769231,5.0,142.6923077,9086,6971,3.0,22.0,18082,2020,Juuka,1.09880917837501,0.604339784212997,1.48733521464492
1574.0,19031,239.0,14.25,62.53846154,31.46153846,294.4615385,1789.615385,200.6153846,389.8461538,5.0,135.5384615,8453,6742,3.0,21.9,16769,2021,Juuka,1.41536985071838,0.611108086005423,1.20871636950238
1464.0,18953,233.9230769,19.08333333,68.84615385,30.53846154,276.0769231,1800.692308,169.3076923,362.7692308,5.0,127.0769231,7686,5128,2.9,21.4,14278,2022,Juuka,2.40971397515244,0.209023071769705,0.896881105885862
6473.0,26953,0.0,84.0,30.0,18.0,233.0,1670.0,91.0,0.0,5.0,0.0,23344,10799,8.4,17.0,40950,2008,Juupajoki,0.092462030870554,-0.75706996606076,0.49625307413613
5717.0,26324,0.0,76.0,22.0,16.0,227.0,1646.0,106.0,0.0,5.0,0.0,24273,12304,8.2,15.9,42608,2009,Juupajoki,0.0771403664629035,-0.539556010983039,0.738230599582091
5496.0,27170,0.0,74.0,13.0,12.0,223.0,1584.0,92.0,0.0,5.0,0.0,26591,12317,8.1,15.3,44715,2010,Juupajoki,0.137432600876307,-0.352647181007608,0.12339840661395
5833.0,27087,0.0,76.0,28.0,17.0,211.0,1630.0,94.0,0.0,5.0,0.0,27514,12223,7.9,15.0,45846,2011,Juupajoki,0.340367784857942,-0.605077873237624,0.27580532251027
5233.0,27496,0.0,74.0,34.0,23.0,210.0,1571.0,80.0,0.0,5.0,0.0,27112,13967,7.8,13.9,46535,2012,Juupajoki,-0.272298576273347,-0.854447618179968,0.750615212450602
4928.0,27414,0.0,80.0,33.0,17.0,209.0,1562.0,90.0,0.0,5.0,0.0,28298,15529,7.9,14.2,48963,2013,Juupajoki,-0.299792848410206,0.502632330248082,0.987971827415505
4967.0,26912,0.0,84.0,32.0,22.0,205.0,1603.0,95.0,0.0,5.0,0.0,27070,14163,7.9,12.8,46425,2014,Juupajoki,-0.371966896903382,-0.122463125318836,0.162893237666861
5289.0,27138,0.0,67.0,36.0,22.0,194.0,1596.0,97.0,0.0,5.0,0.0,27300,15549,7.7,12.0,48138,2015,Juupajoki,-0.123620062661916,-0.919574111060397,0.180276887436964
4957.0,26661,0.0,65.0,41.0,21.0,187.0,1440.0,104.0,0.0,5.0,0.0,28567,15484,7.6,12.5,49007,2016,Juupajoki,0.420169118922556,-0.836002523518841,0.140322372931171
5135.0,26678,0.0,53.0,47.0,25.0,185.0,1351.0,93.0,0.0,5.0,0.0,28451,15292,7.4,12.2,48878,2017,Juupajoki,1.31069675529577,0.106924195480182,-0.0295381728309929
5324.0,26880,66.76923077,24.27272727,19.69230769,9.923076923,175.9230769,689.6923077,57.53846154,100.9230769,5.0,52.0,27751,15401,7.3,11.9,48477,2018,Juupajoki,1.5135346517579,0.147909111568969,0.398558482393312
6356.0,27563,73.15384615,22.25,13.15384615,8.25,168.5384615,673.3846154,54.61538462,111.8461538,5.0,41.92307692,26658,15727,7.1,12.4,48741,2019,Juupajoki,2.02974439106554,0.0260041199245579,0.390612301340825
6759.0,27047,68.15384615,29.77777778,12.23076923,6.846153846,157.1538462,652.1538462,57.53846154,126.1538462,5.0,45.0,25606,15706,7.0,10.9,48071,2020,Juupajoki,1.46337342192975,0.108903489455661,0.429090493400409
6562.0,28501,55.84615385,30.4,11.61538462,6.923076923,151.3846154,661.2307692,49.76923077,117.3076923,5.0,42.30769231,25247,16237,6.9,12.0,48047,2021,Juupajoki,1.88383119060926,0.112473373225875,0.34367778077832
7074.0,28444,54.46153846,25.41666667,12.92307692,6.230769231,148.5384615,663.0769231,46.38461538,106.4615385,5.0,36.61538462,22902,14048,6.8,11.2,44024,2022,Juupajoki,2.12286230796197,0.0981937307131842,0.561045677181607
6887.0,22810,0.0,150.0,115.0,89.0,677.0,5515.0,293.0,0.0,5.0,0.0,19786,12914,6.1,21.5,39976,2008,Juva,-0.329459578270858,0.833693062368118,1.04939051121644
6855.0,22891,0.0,142.0,137.0,130.0,659.0,5417.0,274.0,0.0,5.0,0.0,21338,15026,6.1,20.2,43640,2009,Juva,-0.32850056974724,0.659315983713205,1.2403491700459
6380.0,22957,0.0,147.0,156.0,97.0,642.0,5348.0,278.0,0.0,5.0,0.0,21972,15748,6.0,18.9,44515,2010,Juva,-0.267980021667107,0.388109128571983,0.85480529674814
6343.0,23036,0.0,159.0,161.0,110.0,624.0,5348.0,254.0,0.0,5.0,0.0,22616,14963,5.9,19.1,44299,2011,Juva,-0.394020090876861,0.0467895703012528,0.408650989876883
5702.0,22995,0.0,144.0,149.0,104.0,597.0,5308.0,262.0,0.0,5.0,0.0,22520,14356,5.8,17.8,42921,2012,Juva,-0.354617416861596,-0.0326539824352834,0.710749181632209
5701.0,22778,0.0,127.0,157.0,92.0,582.0,5228.0,266.0,0.0,5.0,0.0,22207,14404,5.7,16.8,42647,2013,Juva,-0.254272888095037,-0.0482892057440363,0.577766814377707
5455.0,22292,0.0,131.0,160.0,100.0,559.0,5244.0,287.0,0.0,5.0,0.0,21645,15806,5.7,16.0,43245,2014,Juva,-0.1883099218813,0.187874374691013,0.636035131217868
6412.0,22319,0.0,131.0,161.0,102.0,563.0,5199.0,276.0,0.0,5.0,0.0,21611,15405,5.6,15.7,43429,2015,Juva,-0.295343086858881,0.289286033548955,0.683427733131979
7072.0,22256,0.0,141.0,163.0,101.0,533.0,4673.0,293.0,0.0,5.0,0.0,21874,14012,5.5,15.7,42957,2016,Juva,-0.226619093876682,0.27121998974359,0.830098760919045
