Municipality,Year,divorces/1000
Kokemäki,2019,24.6
Kokkola,2019,16.4
Kolari,2019,15.7
Konnevesi,2019,30.7
Kontiolahti,2019,14.4
Korsnäs,2019,3.7
Koski Tl,2019,16.1
Kotka,2019,22.7
Kouvola,2019,22.0
Kristinestad,2019,9.1
Kronoby,2019,9.2
Kuhmo,2019,16.1
Kuhmoinen,2019,14.0
Kumlinge,2019,0.0
Kuopio,2019,21.1
Kuortane,2019,17.1
Kurikka,2019,18.3
Kustavi,2019,0.0
Kuusamo,2019,15.1
Kyyjärvi,2019,11.8
Kärkölä,2019,18.1
Kärsämäki,2019,3.2
Kökar,2019,37.0
Lahti,2019,21.2
Laihia,2019,12.6
Laitila,2019,17.5
Lapinjärvi,2019,37.2
Lapinlahti,2019,13.7
Lappajärvi,2019,12.2
Lappeenranta,2019,20.0
Lapua,2019,13.8
Laukaa,2019,15.3
Lemi,2019,20.3
Lemland,2019,3.6
Lempäälä,2019,18.7
Leppävirta,2019,21.7
Lestijärvi,2019,20.4
Lieksa,2019,13.9
Lieto,2019,17.6
Liminka,2019,12.2
Liperi,2019,14.1
Lohja,2019,17.4
Loimaa,2019,11.9
Loppi,2019,9.3
Loviisa,2019,18.0
Luhanka,2019,16.9
Lumijoki,2019,0.0
Lumparland,2019,0.0
Larsmo,2019,6.8
Luumäki,2019,16.8
Malax,2019,9.0
Mariehamn,2019,23.1
Marttila,2019,7.3
Masku,2019,11.9
Merijärvi,2019,0.0
Merikarvia,2019,12.8
Miehikkälä,2019,12.8
Mikkeli,2019,12.9
Muhos,2019,11.8
Multia,2019,6.3
Muonio,2019,10.7
Korsholm,2019,9.9
Muurame,2019,12.3
Mynämäki,2019,18.5
Myrskylä,2019,13.9
Mäntsälä,2019,14.0
Mänttä-Vilppula,2019,18.3
Mäntyharju,2019,17.2
Naantali,2019,18.4
Nakkila,2019,24.4
Nivala,2019,21.8
Nokia,2019,21.8
Nousiainen,2019,12.1
Nurmes,2019,24.5
Nurmijärvi,2019,19.0
Närpes,2019,10.1
Orimattila,2019,16.6
Oripää,2019,19.9
Orivesi,2019,15.5
Oulainen,2019,17.4
Oulu,2019,18.9
Outokumpu,2019,21.5
Padasjoki,2019,12.1
Paimio,2019,18.7
Paltamo,2019,7.7
Pargas,2019,14.8
Parikkala,2019,7.9
Parkano,2019,10.8
Pedersöre,2019,10.5
Pelkosenniemi,2019,0.0
Pello,2019,6.7
Perho,2019,8.4
Pertunmaa,2019,17.9
Petäjävesi,2019,12.6
Pieksämäki,2019,15.8
Pielavesi,2019,8.1
Jakobstad,2019,12.3
Pihtipudas,2019,20.3
Pirkkala,2019,12.7
Polvijärvi,2019,18.1
Pomarkku,2019,13.9
Pori,2019,17.6
Pornainen,2019,10.9
Porvoo,2019,18.7
Posio,2019,0.0
Pudasjärvi,2019,9.7
Pukkila,2019,29.2
Punkalaidun,2019,22.3
Puolanka,2019,13.9
Puumala,2019,29.4
Pyhtää,2019,18.9
Pyhäjoki,2019,12.4
Pyhäjärvi,2019,14.6
Pyhäntä,2019,0.0
Pyhäranta,2019,14.1
Pälkäne,2019,12.8
Pöytyä,2019,18.6
Raahe,2019,16.4
Raasepori,2019,18.8
Raisio,2019,15.1
Rantasalmi,2019,12.2
Ranua,2019,6.7
Rauma,2019,20.1
Rautalampi,2019,16.9
Rautavaara,2019,5.6
Rautjärvi,2019,12.7
Reisjärvi,2019,11.7
Riihimäki,2019,23.8
Ristijärvi,2019,6.8
Rovaniemi,2019,20.3
Ruokolahti,2019,14.1
Ruovesi,2019,15.9
Rusko,2019,11.5
Rääkkylä,2019,7.6
Saarijärvi,2019,13.1
Salla,2019,10.7
Salo,2019,20.1
Saltvik,2019,20.8
Sastamala,2019,13.8
Sauvo,2019,9.0
Savitaipale,2019,16.3
Savonlinna,2019,18.1
Savukoski,2019,0.0
Seinäjoki,2019,21.3
Sievi,2019,18.0
Siikainen,2019,16.6
Siikajoki,2019,7.2
Siikalatva,2019,13.0
Siilinjärvi,2019,18.0
Simo,2019,10.4
Sipoo,2019,16.6
Siuntio,2019,15.0
Sodankylä,2019,13.2
Soini,2019,13.7
Somero,2019,17.1
Sonkajärvi,2019,10.5
Sotkamo,2019,10.2
Sottunga,2019,125.0
Sulkava,2019,3.4
Sund,2019,8.3
Suomussalmi,2019,15.4
Suonenjoki,2019,16.1
Sysmä,2019,16.0
Säkylä,2019,14.1
Taipalsaari,2019,8.3
Taivalkoski,2019,17.5
Taivassalo,2019,22.5
Tammela,2019,10.6
Tampere,2019,23.6
Tervo,2019,0.0
Tervola,2019,19.1
Teuva,2019,20.7
Tohmajärvi,2019,12.4
Toholampi,2019,12.0
Toivakka,2019,12.9
Tornio,2019,14.3
Turku,2019,22.8
Tuusniemi,2019,3.1
Tuusula,2019,15.6
Tyrnävä,2019,4.2
Ulvila,2019,20.4
Urjala,2019,21.9
Utajärvi,2019,25.4
Utsjoki,2019,7.8
Uurainen,2019,21.8
Nykarleby,2019,8.4
Uusikaupunki,2019,20.1
Vaala,2019,22.4
Vaasa,2019,19.7
Valkeakoski,2019,15.6
Vantaa,2019,22.5
Varkaus,2019,15.0
Vehmaa,2019,10.5
Vesanto,2019,19.3
Vesilahti,2019,19.6
Veteli,2019,16.4
Vieremä,2019,6.4
Vihti,2019,21.1
Viitasaari,2019,12.8
Vimpeli,2019,7.3
Virolahti,2019,17.1
Virrat,2019,26.0
Vårdö,2019,0.0
Vöyri,2019,6.9
Ylitornio,2019,9.0
Ylivieska,2019,27.1
Ylöjärvi,2019,17.0
Ypäjä,2019,14.4
Ähtäri,2019,24.3
Äänekoski,2019,18.4
Akaa,2020,24.5
Alajärvi,2020,17.0
Alavieska,2020,12.4
Alavus,2020,15.3
Asikkala,2020,13.0
Askola,2020,15.1
Aura,2020,21.8
Brändö,2020,18.2
Eckerö,2020,8.8
Enonkoski,2020,13.0
Enontekiö,2020,24.9
Espoo,2020,17.5
Eura,2020,13.9
Eurajoki,2020,11.3
Evijärvi,2020,12.1
Finström,2020,14.8
Forssa,2020,20.2
Föglö,2020,0.0
Geta,2020,0.0
Haapajärvi,2020,19.5
Haapavesi,2020,16.8
Hailuoto,2020,39.2
Halsua,2020,28.2
Hamina,2020,17.9
Hammarland,2020,10.8
Hankasalmi,2020,14.4
Hanko,2020,14.4
Harjavalta,2020,28.0
Hartola,2020,7.7
Hattula,2020,12.1
Hausjärvi,2020,7.8
Heinola,2020,20.6
Heinävesi,2020,14.4
Helsinki,2020,22.3
Hirvensalmi,2020,18.5
Hollola,2020,14.0
Huittinen,2020,18.8
Humppila,2020,25.5
Hyrynsalmi,2020,8.2
Hyvinkää,2020,20.8
Hämeenkyrö,2020,14.3
Hämeenlinna,2020,21.5
Ii,2020,13.9
Iisalmi,2020,21.8
Iitti,2020,16.3
Ikaalinen,2020,17.1
Ilmajoki,2020,15.5
Ilomantsi,2020,7.4
Imatra,2020,16.8
Inari,2020,22.1
Ingå,2020,17.4
Isojoki,2020,4.2
Isokyrö,2020,14.2
Janakkala,2020,17.6
Joensuu,2020,21.5
Jokioinen,2020,16.5
Jomala,2020,14.0
Joroinen,2020,5.1
Joutsa,2020,13.5
Juuka,2020,14.6
Juupajoki,2020,22.9
Juva,2020,7.4
Jyväskylä,2020,18.7
Jämijärvi,2020,9.6
Jämsä,2020,19.5
Järvenpää,2020,23.1
Kaarina,2020,14.5
Kaavi,2020,9.3
Kajaani,2020,20.1
Kalajoki,2020,15.1
Kangasala,2020,12.9
Kangasniemi,2020,8.5
Kankaanpää,2020,20.9
Kannonkoski,2020,13.7
Kannus,2020,11.1
Karijoki,2020,0.0
Karkkila,2020,26.9
Karstula,2020,12.8
Karvia,2020,16.8
Kaskinen,2020,0.0
Kauhajoki,2020,17.6
Kauhava,2020,17.8
Kauniainen,2020,18.3
Kaustinen,2020,13.4
Keitele,2020,13.0
Kemi,2020,19.5
Kemijärvi,2020,12.6
Keminmaa,2020,10.6
Kimitoön,2020,4.0
Kempele,2020,18.8
Kerava,2020,24.7
Keuruu,2020,13.2
Kihniö,2020,11.4
Kinnula,2020,17.9
Kirkkonummi,2020,17.8
Kitee,2020,17.9
Kittilä,2020,9.4
Kiuruvesi,2020,13.8
Kivijärvi,2020,9.0
Kokemäki,2020,11.4
Kokkola,2020,16.5
Kolari,2020,18.3
Konnevesi,2020,7.0
Kontiolahti,2020,13.2
Korsnäs,2020,11.6
Koski Tl,2020,7.9
Kotka,2020,23.0
Kouvola,2020,21.0
Kristinestad,2020,12.1
Kronoby,2020,10.4
Kuhmo,2020,11.4
Kuhmoinen,2020,19.7
Kumlinge,2020,27.8
Kuopio,2020,19.0
Kuortane,2020,11.3
Kurikka,2020,13.6
Kustavi,2020,16.8
Kuusamo,2020,13.4
Kyyjärvi,2020,12.3
Kärkölä,2020,11.2
Kärsämäki,2020,3.2
Kökar,2020,0.0
Lahti,2020,22.1
Laihia,2020,20.1
Laitila,2020,11.5
Lapinjärvi,2020,20.5
Lapinlahti,2020,15.9
Lappajärvi,2020,13.1
Lappeenranta,2020,20.2
Lapua,2020,15.5
Laukaa,2020,17.0
Lemi,2020,15.5
Lemland,2020,10.9
Lempäälä,2020,19.0
Leppävirta,2020,19.3
Lestijärvi,2020,0.0
Lieksa,2020,18.2
Lieto,2020,16.5
Liminka,2020,18.9
Liperi,2020,16.2
Lohja,2020,19.0
Loimaa,2020,17.1
Loppi,2020,18.0
Loviisa,2020,20.4
Luhanka,2020,17.9
Lumijoki,2020,3.9
Lumparland,2020,16.9
Larsmo,2020,2.2
Luumäki,2020,7.7
Malax,2020,6.1
Mariehamn,2020,18.6
Marttila,2020,11.2
Masku,2020,7.6
Merijärvi,2020,0.0
Merikarvia,2020,5.2
Miehikkälä,2020,26.8
Mikkeli,2020,18.9
Muhos,2020,20.4
Multia,2020,12.2
Muonio,2020,37.6
Korsholm,2020,12.7
Muurame,2020,18.8
Mynämäki,2020,17.8
Myrskylä,2020,28.2
Mäntsälä,2020,14.2
Mänttä-Vilppula,2020,14.0
Mäntyharju,2020,18.0
Naantali,2020,14.1
Nakkila,2020,16.2
Nivala,2020,15.4
Nokia,2020,19.7
Nousiainen,2020,12.4
Nurmes,2020,18.6
Nurmijärvi,2020,16.3
Närpes,2020,14.3
Orimattila,2020,14.5
Oripää,2020,13.2
Orivesi,2020,21.4
Oulainen,2020,18.2
Oulu,2020,20.8
Outokumpu,2020,20.5
Padasjoki,2020,6.4
Paimio,2020,22.0
Paltamo,2020,10.6
Pargas,2020,11.4
Parikkala,2020,14.2
Parkano,2020,18.4
Pedersöre,2020,2.8
Pelkosenniemi,2020,23.8
Pello,2020,21.5
Perho,2020,14.5
Pertunmaa,2020,12.7
Petäjävesi,2020,14.6
Pieksämäki,2020,13.5
Pielavesi,2020,12.8
Jakobstad,2020,18.0
Pihtipudas,2020,16.7
Pirkkala,2020,15.1
Polvijärvi,2020,6.2
Pomarkku,2020,18.4
Pori,2020,19.6
Pornainen,2020,12.5
Porvoo,2020,20.0
Posio,2020,8.4
Pudasjärvi,2020,14.7
Pukkila,2020,39.6
Punkalaidun,2020,13.1
Puolanka,2020,22.5
Puumala,2020,8.6
Pyhtää,2020,19.5
Pyhäjoki,2020,36.1
Pyhäjärvi,2020,17.3
Pyhäntä,2020,16.2
Pyhäranta,2020,14.6
Pälkäne,2020,13.1
Pöytyä,2020,12.6
Raahe,2020,17.8
Raasepori,2020,19.9
Raisio,2020,12.9
Rantasalmi,2020,20.0
Ranua,2020,11.5
Rauma,2020,15.0
Rautalampi,2020,15.0
Rautavaara,2020,12.0
Rautjärvi,2020,22.5
Reisjärvi,2020,15.3
Riihimäki,2020,25.1
Ristijärvi,2020,14.1
Rovaniemi,2020,20.7
Ruokolahti,2020,16.4
Ruovesi,2020,12.4
Rusko,2020,8.6
Rääkkylä,2020,7.7
Saarijärvi,2020,21.0
Salla,2020,27.9
Salo,2020,16.0
Saltvik,2020,10.6
Sastamala,2020,19.8
Sauvo,2020,20.8
Savitaipale,2020,11.2
Savonlinna,2020,16.9
Savukoski,2020,9.3
Seinäjoki,2020,21.5
Sievi,2020,6.1
Siikainen,2020,0.0
Siikajoki,2020,16.7
Siikalatva,2020,10.2
Siilinjärvi,2020,18.6
Simo,2020,18.7
Sipoo,2020,12.7
Siuntio,2020,12.1
Sodankylä,2020,17.5
Soini,2020,18.2
Somero,2020,20.0
Sonkajärvi,2020,20.2
Sotkamo,2020,18.6
Sottunga,2020,0.0
Sulkava,2020,7.1
Sund,2020,8.3
Suomussalmi,2020,21.6
Suonenjoki,2020,15.7
Sysmä,2020,22.4
Säkylä,2020,30.2
Taipalsaari,2020,12.9
Taivalkoski,2020,23.0
Taivassalo,2020,0.0
Tammela,2020,12.1
Tampere,2020,23.5
Tervo,2020,22.0
Tervola,2020,11.1
Teuva,2020,5.0
Tohmajärvi,2020,16.3
Toholampi,2020,14.8
Toivakka,2020,13.3
Tornio,2020,21.9
Turku,2020,24.0
Tuusniemi,2020,20.1
Tuusula,2020,15.9
Tyrnävä,2020,12.7
Ulvila,2020,18.3
Urjala,2020,28.5
Utajärvi,2020,6.7
Utsjoki,2020,49.2
Uurainen,2020,14.1
Nykarleby,2020,10.5
Uusikaupunki,2020,17.3
Vaala,2020,6.4
Vaasa,2020,22.7
Valkeakoski,2020,21.0
Vantaa,2020,21.3
Varkaus,2020,21.6
Vehmaa,2020,10.8
Vesanto,2020,10.5
Vesilahti,2020,19.8
Veteli,2020,10.0
Vieremä,2020,20.0
Vihti,2020,18.4
Viitasaari,2020,23.8
Vimpeli,2020,12.6
Virolahti,2020,17.7
Virrat,2020,24.3
Vårdö,2020,36.4
Vöyri,2020,4.7
Ylitornio,2020,9.2
Ylivieska,2020,18.1
Ylöjärvi,2020,15.3
Ypäjä,2020,15.0
Ähtäri,2020,15.2
Äänekoski,2020,20.5
Akaa,2021,19.0
Alajärvi,2021,6.9
Alavieska,2021,9.5
Alavus,2021,17.8
Asikkala,2021,9.1
Askola,2021,14.2
Aura,2021,15.0
Brändö,2021,0.0
Eckerö,2021,9.5
Enonkoski,2021,27.0
Enontekiö,2021,14.8
Espoo,2021,15.5
Eura,2021,19.3
Eurajoki,2021,11.6
Evijärvi,2021,6.1
Finström,2021,7.2
Forssa,2021,19.2
Föglö,2021,0.0
Geta,2021,16.4
Haapajärvi,2021,16.9
Haapavesi,2021,16.0
Hailuoto,2021,30.3
Halsua,2021,14.8
Hamina,2021,19.0
Hammarland,2021,11.2
Hankasalmi,2021,16.5
Hanko,2021,15.8
Harjavalta,2021,32.0
Hartola,2021,4.0
Hattula,2021,7.8
Hausjärvi,2021,13.4
Heinola,2021,18.8
Heinävesi,2021,15.6
Helsinki,2021,19.6
Hirvensalmi,2021,7.8
Hollola,2021,14.6
Huittinen,2021,17.5
Humppila,2021,19.2
Hyrynsalmi,2021,8.8
Hyvinkää,2021,21.0
Hämeenkyrö,2021,11.6
Hämeenlinna,2021,24.1
Ii,2021,15.6
Iisalmi,2021,15.5
Iitti,2021,18.0
Ikaalinen,2021,12.3
Ilmajoki,2021,7.8
Ilomantsi,2021,13.7
Imatra,2021,21.0
Inari,2021,17.9
Ingå,2021,9.0
Isojoki,2021,18.3
Isokyrö,2021,27.3
Janakkala,2021,13.1
Joensuu,2021,18.2
Jokioinen,2021,7.7
Jomala,2021,2.7
Joroinen,2021,17.4
Joutsa,2021,23.8
Juuka,2021,13.3
Juupajoki,2021,9.5
Juva,2021,16.9
Jyväskylä,2021,19.6
Jämijärvi,2021,15.1
Jämsä,2021,18.8
Järvenpää,2021,22.0
Kaarina,2021,15.5
Kaavi,2021,6.5
Kajaani,2021,14.5
Kalajoki,2021,16.0
Kangasala,2021,16.0
Kangasniemi,2021,24.7
Kankaanpää,2021,18.4
Kannonkoski,2021,21.3
Kannus,2021,12.8
Karijoki,2021,22.2
Karkkila,2021,15.6
Karstula,2021,11.3
Karvia,2021,17.0
Kaskinen,2021,14.0
Kauhajoki,2021,17.0
Kauhava,2021,16.9
Kauniainen,2021,17.4
Kaustinen,2021,17.2
Keitele,2021,18.0
Kemi,2021,24.1
Kemijärvi,2021,11.6
Keminmaa,2021,13.9
Kimitoön,2021,13.7
Kempele,2021,13.8
Kerava,2021,23.0
Keuruu,2021,19.3
Kihniö,2021,4.0
Kinnula,2021,6.1
Kirkkonummi,2021,17.1
Kitee,2021,12.4
Kittilä,2021,16.2
Kiuruvesi,2021,11.9
Kivijärvi,2021,9.3
Kokemäki,2021,23.3
Kokkola,2021,13.9
Kolari,2021,16.3
Konnevesi,2021,11.0
Kontiolahti,2021,14.8
Korsnäs,2021,4.0
Koski Tl,2021,20.4
Kotka,2021,24.4
Kouvola,2021,17.4
Kristinestad,2021,12.7
Kronoby,2021,4.2
Kuhmo,2021,5.9
Kuhmoinen,2021,5.0
Kumlinge,2021,0.0
Kuopio,2021,18.7
Kuortane,2021,16.3
Kurikka,2021,12.6
Kustavi,2021,17.5
Kuusamo,2021,10.6
Kyyjärvi,2021,6.5
Kärkölä,2021,15.4
Kärsämäki,2021,10.2
Kökar,2021,0.0
Lahti,2021,20.8
Laihia,2021,19.0
Laitila,2021,14.5
Lapinjärvi,2021,13.7
Lapinlahti,2021,13.7
Lappajärvi,2021,0.0
Lappeenranta,2021,17.7
Lapua,2021,15.5
Laukaa,2021,13.3
Lemi,2021,11.3
Lemland,2021,11.2
Lempäälä,2021,16.2
Leppävirta,2021,10.3
Lestijärvi,2021,11.0
Lieksa,2021,9.6
Lieto,2021,12.4
Liminka,2021,14.5
Liperi,2021,9.0
Lohja,2021,20.4
Loimaa,2021,17.8
Loppi,2021,14.5
Loviisa,2021,14.3
Luhanka,2021,53.6
Lumijoki,2021,11.6
Lumparland,2021,0.0
Larsmo,2021,2.2
Luumäki,2021,9.8
Malax,2021,11.1
Mariehamn,2021,17.1
Marttila,2021,12.0
Masku,2021,10.1
Merijärvi,2021,0.0
Merikarvia,2021,10.8
Miehikkälä,2021,4.5
Mikkeli,2021,17.9
Muhos,2021,15.8
Multia,2021,6.6
Muonio,2021,7.5
Korsholm,2021,11.4
Muurame,2021,14.3
Mynämäki,2021,11.0
Myrskylä,2021,20.0
Mäntsälä,2021,12.5
Mänttä-Vilppula,2021,15.9
Mäntyharju,2021,16.9
Naantali,2021,21.0
Nakkila,2021,20.0
Nivala,2021,16.0
Nokia,2021,16.6
Nousiainen,2021,12.7
Nurmes,2021,12.3
Nurmijärvi,2021,15.3
Närpes,2021,11.2
Orimattila,2021,20.7
Oripää,2021,19.6
Orivesi,2021,20.4
Oulainen,2021,18.8
Oulu,2021,17.1
Outokumpu,2021,21.4
Padasjoki,2021,16.2
Paimio,2021,24.6
Paltamo,2021,8.2
Pargas,2021,15.4
Parikkala,2021,15.0
Parkano,2021,22.3
Pedersöre,2021,7.2
Pelkosenniemi,2021,11.9
Pello,2021,10.3
Perho,2021,12.3
Pertunmaa,2021,36.0
Petäjävesi,2021,8.6
Pieksämäki,2021,22.1
Pielavesi,2021,13.1
Jakobstad,2021,17.0
Pihtipudas,2021,14.7
Pirkkala,2021,15.9
Polvijärvi,2021,12.7
Pomarkku,2021,36.3
Pori,2021,19.6
Pornainen,2021,14.1
Porvoo,2021,16.2
Posio,2021,8.7
Pudasjärvi,2021,9.5
Pukkila,2021,8.7
Punkalaidun,2021,3.4
Puolanka,2021,20.1
Puumala,2021,17.4
Pyhtää,2021,12.9
Pyhäjoki,2021,16.0
Pyhäjärvi,2021,11.9
Pyhäntä,2021,17.2
Pyhäranta,2021,11.2
Pälkäne,2021,19.7
Pöytyä,2021,5.6
Raahe,2021,13.8
Raasepori,2021,18.4
Raisio,2021,17.0
Rantasalmi,2021,8.0
Ranua,2021,7.0
Rauma,2021,21.2
Rautalampi,2021,6.1
Rautavaara,2021,18.6
Rautjärvi,2021,8.9
Reisjärvi,2021,18.6
Riihimäki,2021,22.8
Ristijärvi,2021,0.0
Rovaniemi,2021,20.7
Ruokolahti,2021,18.9
Ruovesi,2021,24.2
Rusko,2021,8.7
Rääkkylä,2021,12.6
Saarijärvi,2021,12.3
Salla,2021,23.9
Salo,2021,14.5
Saltvik,2021,5.4
Sastamala,2021,17.8
Sauvo,2021,4.7
Savitaipale,2021,29.6
Savonlinna,2021,15.3
Savukoski,2021,19.6
Seinäjoki,2021,15.9
Sievi,2021,9.4
Siikainen,2021,18.4
Siikajoki,2021,4.7
Siikalatva,2021,6.9
Siilinjärvi,2021,16.8
Simo,2021,8.4
Sipoo,2021,9.9
Siuntio,2021,16.5
Sodankylä,2021,14.7
Soini,2021,11.2
Somero,2021,12.3
Sonkajärvi,2021,14.3
Sotkamo,2021,15.9
Sottunga,2021,0.0
Sulkava,2021,18.6
Sund,2021,8.7
Suomussalmi,2021,10.3
Suonenjoki,2021,19.0
Sysmä,2021,8.6
Säkylä,2021,16.2
Taipalsaari,2021,8.7
Taivalkoski,2021,21.3
Taivassalo,2021,0.0
Tammela,2021,10.1
Tampere,2021,21.5
Tervo,2021,16.9
Tervola,2021,28.7
Teuva,2021,6.9
Tohmajärvi,2021,5.6
Toholampi,2021,2.5
Toivakka,2021,6.7
Tornio,2021,16.1
Turku,2021,23.1
Tuusniemi,2021,17.2
Tuusula,2021,15.8
Tyrnävä,2021,12.1
Ulvila,2021,15.6
Urjala,2021,11.7
Utajärvi,2021,17.4
Utsjoki,2021,35.7
Uurainen,2021,18.3
Nykarleby,2021,4.9
Uusikaupunki,2021,22.6
Vaala,2021,13.6
Vaasa,2021,17.3
Valkeakoski,2021,18.1
Vantaa,2021,19.9
Varkaus,2021,24.6
Vehmaa,2021,25.8
Vesanto,2021,10.9
Vesilahti,2021,5.6
Veteli,2021,10.5
Vieremä,2021,11.4
Vihti,2021,12.1
Viitasaari,2021,18.5
Vimpeli,2021,7.9
Virolahti,2021,12.9
Virrat,2021,8.9
Vårdö,2021,0.0
Vöyri,2021,8.5
Ylitornio,2021,14.5
Ylivieska,2021,18.5
Ylöjärvi,2021,15.2
Ypäjä,2021,15.0
Ähtäri,2021,15.5
Äänekoski,2021,18.1
Akaa,2022,15.9
Alajärvi,2022,13.8
Alavieska,2022,10.0
Alavus,2022,13.5
Asikkala,2022,15.4
Askola,2022,8.0
Aura,2022,20.9
Brändö,2022,18.9
Eckerö,2022,0.0
Enonkoski,2022,27.6
Enontekiö,2022,10.5
Espoo,2022,13.3
Eura,2022,13.9
Eurajoki,2022,9.4
Evijärvi,2022,12.6
Finström,2022,7.4
Forssa,2022,17.7
Föglö,2022,0.0
Geta,2022,0.0
Haapajärvi,2022,12.6
Haapavesi,2022,6.7
Hailuoto,2022,0.0
Halsua,2022,15.3
Hamina,2022,19.0
Hammarland,2022,11.3
Hankasalmi,2022,15.6
Hanko,2022,9.2
Harjavalta,2022,17.1
Hartola,2022,12.4
Hattula,2022,16.7
Hausjärvi,2022,12.2
Heinola,2022,12.8
Heinävesi,2022,16.8
Helsinki,2022,17.8
Hirvensalmi,2022,0.0
Hollola,2022,12.5
Huittinen,2022,13.3
Humppila,2022,8.2
Hyrynsalmi,2022,18.7
Hyvinkää,2022,17.7
Hämeenkyrö,2022,17.6
Hämeenlinna,2022,20.1
Ii,2022,11.8
Iisalmi,2022,16.9
Iitti,2022,11.6
Ikaalinen,2022,7.0
Ilmajoki,2022,14.0
Ilomantsi,2022,8.4
Imatra,2022,16.0
Inari,2022,10.2
Ingå,2022,11.5
Isojoki,2022,0.0
Isokyrö,2022,9.3
Janakkala,2022,14.8
Joensuu,2022,19.2
Jokioinen,2022,17.6
Jomala,2022,8.2
Joroinen,2022,9.1
Joutsa,2022,7.2
Juuka,2022,18.5
Juupajoki,2022,0.0
Juva,2022,20.8
Jyväskylä,2022,19.5
Jämijärvi,2022,10.4
Jämsä,2022,16.2
Järvenpää,2022,17.2
Kaarina,2022,14.4
Kaavi,2022,7.1
Kajaani,2022,17.9
Kalajoki,2022,19.4
Kangasala,2022,13.6
Kangasniemi,2022,7.3
Kankaanpää,2022,16.1
Kannonkoski,2022,7.4
Kannus,2022,13.0
Karijoki,2022,0.0
Karkkila,2022,15.3
Karstula,2022,11.8
Karvia,2022,4.5
Kaskinen,2022,7.2
Kauhajoki,2022,10.5
Kauhava,2022,12.2
Kauniainen,2022,9.4
Kaustinen,2022,15.9
Keitele,2022,9.8
Kemi,2022,19.7
Kemijärvi,2022,14.0
Keminmaa,2022,13.3
Kimitoön,2022,13.9
Kempele,2022,16.7
Kerava,2022,22.0
Keuruu,2022,16.2
Kihniö,2022,8.4
Kinnula,2022,6.3
Kirkkonummi,2022,14.0
Kitee,2022,7.3
Kittilä,2022,17.9
Kiuruvesi,2022,17.5
Kivijärvi,2022,0.0
Kokemäki,2022,19.5
Kokkola,2022,12.1
Kolari,2022,18.9
Konnevesi,2022,15.3
Kontiolahti,2022,12.9
Korsnäs,2022,4.1
Koski Tl,2022,8.5
Kotka,2022,24.8
Kouvola,2022,19.7
Kristinestad,2022,9.1
Kronoby,2022,8.7
Kuhmo,2022,14.8
Kuhmoinen,2022,15.0
Kumlinge,2022,58.8
Kuopio,2022,17.4
Kuortane,2022,19.3
Kurikka,2022,14.1
Kustavi,2022,9.6
Kuusamo,2022,15.4
Kyyjärvi,2022,27.6
Kärkölä,2022,19.3
Kärsämäki,2022,7.1
Kökar,2022,0.0
Lahti,2022,19.8
Laihia,2022,15.0
Laitila,2022,15.5
Lapinjärvi,2022,14.1
Lapinlahti,2022,16.7
Lappajärvi,2022,11.3
Lappeenranta,2022,16.4
Lapua,2022,16.9
Laukaa,2022,10.7
Lemi,2022,8.3
Lemland,2022,7.6
Lempäälä,2022,14.6
Leppävirta,2022,13.3
Lestijärvi,2022,0.0
Lieksa,2022,18.5
Lieto,2022,13.4
Liminka,2022,13.9
Liperi,2022,21.3
Lohja,2022,14.8
Loimaa,2022,15.5
Loppi,2022,10.8
Loviisa,2022,15.3
Luhanka,2022,0.0
Lumijoki,2022,0.0
Lumparland,2022,18.9
Larsmo,2022,1.0
Luumäki,2022,18.5
Malax,2022,16.1
Mariehamn,2022,14.7
Marttila,2022,12.4
Masku,2022,8.9
Merijärvi,2022,0.0
Merikarvia,2022,8.2
Miehikkälä,2022,4.7
Mikkeli,2022,16.0
Muhos,2022,20.5
Multia,2022,6.8
Muonio,2022,27.6
Korsholm,2022,8.9
Muurame,2022,11.8
Mynämäki,2022,16.3
Myrskylä,2022,15.5
Mäntsälä,2022,15.6
Mänttä-Vilppula,2022,14.6
Mäntyharju,2022,22.1
Naantali,2022,15.6
Nakkila,2022,11.0
Nivala,2022,12.6
Nokia,2022,18.9
Nousiainen,2022,14.7
Nurmes,2022,19.3
Nurmijärvi,2022,13.8
Närpes,2022,7.8
Orimattila,2022,10.9
Oripää,2022,6.5
Orivesi,2022,19.1
Oulainen,2022,12.3
Oulu,2022,17.1
Outokumpu,2022,12.6
Padasjoki,2022,10.2
Paimio,2022,12.6
Paltamo,2022,15.0
Pargas,2022,11.0
Parikkala,2022,20.9
Parkano,2022,18.4
Pedersöre,2022,7.3
Pelkosenniemi,2022,0.0
Pello,2022,5.0
Perho,2022,15.8
Pertunmaa,2022,6.9
Petäjävesi,2022,12.8
Pieksämäki,2022,22.8
Pielavesi,2022,7.0
Jakobstad,2022,17.1
Pihtipudas,2022,13.0
Pirkkala,2022,16.6
Polvijärvi,2022,10.9
Pomarkku,2022,12.7
Pori,2022,15.9
Pornainen,2022,15.6
Porvoo,2022,18.8
Posio,2022,12.4
Pudasjärvi,2022,13.6
Pukkila,2022,0.0
Punkalaidun,2022,21.3
Puolanka,2022,21.6
Puumala,2022,18.7
Pyhtää,2022,10.2
Pyhäjoki,2022,8.0
Pyhäjärvi,2022,18.8
Pyhäntä,2022,0.0
Pyhäranta,2022,11.3
Pälkäne,2022,13.9
Pöytyä,2022,16.2
