Municipality,Year,divorces/1000
Pertunmaa,2007,22.2
Petäjävesi,2007,8.8
Pieksämäki,2007,11.6
Pielavesi,2007,12.5
Jakobstad,2007,14.7
Pihtipudas,2007,8.0
Pirkkala,2007,11.1
Polvijärvi,2007,5.7
Pomarkku,2007,12.0
Pori,2007,15.5
Pornainen,2007,10.4
Porvoo,2007,12.7
Posio,2007,11.2
Pudasjärvi,2007,12.2
Pukkila,2007,6.3
Punkalaidun,2007,14.9
Puolanka,2007,15.3
Puumala,2007,10.3
Pyhtää,2007,17.1
Pyhäjoki,2007,5.4
Pyhäjärvi,2007,11.6
Pyhäntä,2007,15.9
Pyhäranta,2007,2.5
Pälkäne,2007,16.8
Pöytyä,2007,17.2
Raahe,2007,14.1
Raasepori,2007,17.2
Raisio,2007,18.4
Rantasalmi,2007,11.0
Ranua,2007,11.8
Rauma,2007,14.6
Rautalampi,2007,18.0
Rautavaara,2007,3.6
Rautjärvi,2007,1.6
Reisjärvi,2007,9.0
Riihimäki,2007,16.9
Ristijärvi,2007,13.7
Rovaniemi,2007,17.5
Ruokolahti,2007,12.0
Ruovesi,2007,12.1
Rusko,2007,8.0
Rääkkylä,2007,0.0
Saarijärvi,2007,18.1
Salla,2007,3.6
Salo,2007,15.4
Saltvik,2007,19.8
Sastamala,2007,15.2
Sauvo,2007,5.8
Savitaipale,2007,3.5
Savonlinna,2007,12.9
Savukoski,2007,27.4
Seinäjoki,2007,15.9
Sievi,2007,14.3
Siikainen,2007,22.3
Siikajoki,2007,8.1
Siikalatva,2007,3.2
Siilinjärvi,2007,13.7
Simo,2007,9.7
Sipoo,2007,11.4
Siuntio,2007,5.6
Sodankylä,2007,6.2
Soini,2007,7.2
Somero,2007,14.0
Sonkajärvi,2007,11.0
Sotkamo,2007,10.2
Sottunga,2007,0.0
Sulkava,2007,8.4
Sund,2007,13.2
Suomussalmi,2007,10.7
Suonenjoki,2007,13.0
Sysmä,2007,6.4
Säkylä,2007,15.6
Taipalsaari,2007,15.4
Taivalkoski,2007,16.3
Taivassalo,2007,10.3
Tammela,2007,14.8
Tampere,2007,20.0
Tervo,2007,20.6
Tervola,2007,10.8
Teuva,2007,7.3
Tohmajärvi,2007,18.3
Toholampi,2007,10.1
Toivakka,2007,11.3
Tornio,2007,14.6
Turku,2007,22.5
Tuusniemi,2007,6.9
Tuusula,2007,13.2
Tyrnävä,2007,6.4
Ulvila,2007,16.9
Urjala,2007,13.9
Utajärvi,2007,9.3
Utsjoki,2007,6.1
Uurainen,2007,15.5
Nykarleby,2007,6.4
Uusikaupunki,2007,13.9
Vaala,2007,26.3
Vaasa,2007,15.2
Valkeakoski,2007,16.1
Vantaa,2007,18.2
Varkaus,2007,20.5
Vehmaa,2007,15.7
Vesanto,2007,14.5
Vesilahti,2007,15.8
Veteli,2007,3.4
Vieremä,2007,18.0
Vihti,2007,13.8
Viitasaari,2007,16.5
Vimpeli,2007,5.4
Virolahti,2007,7.0
Virrat,2007,13.9
Vårdö,2007,0.0
Vöyri,2007,15.8
Ylitornio,2007,11.6
Ylivieska,2007,16.9
Ylöjärvi,2007,14.6
Ypäjä,2007,2.7
Ähtäri,2007,13.1
Äänekoski,2007,15.2
Akaa,2008,12.4
Alajärvi,2008,8.3
Alavieska,2008,7.5
Alavus,2008,13.5
Asikkala,2008,12.7
Askola,2008,8.8
Aura,2008,15.5
Brändö,2008,16.4
Eckerö,2008,0.0
Enonkoski,2008,0.0
Enontekiö,2008,3.5
Espoo,2008,16.5
Eura,2008,9.6
Eurajoki,2008,11.5
Evijärvi,2008,0.0
Finström,2008,11.4
Forssa,2008,17.2
Föglö,2008,0.0
Geta,2008,17.5
Haapajärvi,2008,14.7
Haapavesi,2008,11.9
Hailuoto,2008,19.1
Halsua,2008,18.1
Hamina,2008,11.9
Hammarland,2008,9.5
Hankasalmi,2008,20.3
Hanko,2008,15.7
Harjavalta,2008,19.8
Hartola,2008,26.1
Hattula,2008,15.6
Hausjärvi,2008,18.5
Heinola,2008,17.7
Heinävesi,2008,14.5
Helsinki,2008,22.9
Hirvensalmi,2008,8.4
Hollola,2008,12.4
Huittinen,2008,9.2
Humppila,2008,9.9
Hyrynsalmi,2008,11.5
Hyvinkää,2008,19.8
Hämeenkyrö,2008,21.6
Hämeenlinna,2008,19.9
Ii,2008,12.2
Iisalmi,2008,14.2
Iitti,2008,12.4
Ikaalinen,2008,8.9
Ilmajoki,2008,13.6
Ilomantsi,2008,10.0
Imatra,2008,17.6
Inari,2008,9.3
Ingå,2008,10.7
Isojoki,2008,8.8
Isokyrö,2008,15.7
Janakkala,2008,11.8
Joensuu,2008,18.6
Jokioinen,2008,9.7
Jomala,2008,6.7
Joroinen,2008,16.2
Joutsa,2008,10.2
Juuka,2008,12.5
Juupajoki,2008,9.1
Juva,2008,7.7
Jyväskylä,2008,19.0
Jämijärvi,2008,12.4
Jämsä,2008,15.6
Järvenpää,2008,18.6
Kaarina,2008,15.9
Kaavi,2008,7.8
Kajaani,2008,16.4
Kalajoki,2008,6.3
Kangasala,2008,16.1
Kangasniemi,2008,7.1
Kankaanpää,2008,11.2
Kannonkoski,2008,9.5
Kannus,2008,15.8
Karijoki,2008,13.6
Karkkila,2008,25.5
Karstula,2008,13.2
Karvia,2008,13.4
Kaskinen,2008,7.6
Kauhajoki,2008,15.6
Kauhava,2008,12.8
Kauniainen,2008,14.6
Kaustinen,2008,10.0
Keitele,2008,15.2
Kemi,2008,15.5
Kemijärvi,2008,9.1
Keminmaa,2008,11.6
Kimitoön,2008,18.0
Kempele,2008,21.3
Kerava,2008,19.2
Keuruu,2008,8.2
Kihniö,2008,2.6
Kinnula,2008,8.0
Kirkkonummi,2008,14.7
Kitee,2008,11.0
Kittilä,2008,9.9
Kiuruvesi,2008,12.2
Kivijärvi,2008,16.7
Kokemäki,2008,13.1
Kokkola,2008,13.7
Kolari,2008,11.4
Konnevesi,2008,21.5
Kontiolahti,2008,13.7
Korsnäs,2008,5.7
Koski Tl,2008,15.8
Kotka,2008,18.4
Kouvola,2008,16.8
Kristinestad,2008,6.9
Kronoby,2008,6.7
Kuhmo,2008,14.4
Kuhmoinen,2008,10.8
Kumlinge,2008,0.0
Kuopio,2008,17.3
Kuortane,2008,14.3
Kurikka,2008,9.5
Kustavi,2008,7.8
Kuusamo,2008,16.2
Kyyjärvi,2008,8.1
Kärkölä,2008,17.2
Kärsämäki,2008,8.9
Kökar,2008,0.0
Lahti,2008,20.3
Laihia,2008,11.2
Laitila,2008,12.5
Lapinjärvi,2008,12.0
Lapinlahti,2008,16.4
Lappajärvi,2008,7.0
Lappeenranta,2008,17.5
Lapua,2008,8.2
Laukaa,2008,12.1
Lemi,2008,20.3
Lemland,2008,13.9
Lempäälä,2008,13.8
Leppävirta,2008,9.7
Lestijärvi,2008,0.0
Lieksa,2008,10.3
Lieto,2008,11.7
Liminka,2008,14.8
Liperi,2008,13.4
Lohja,2008,15.2
Loimaa,2008,23.9
Loppi,2008,16.6
Loviisa,2008,12.9
Luhanka,2008,9.9
Lumijoki,2008,3.5
Lumparland,2008,14.5
Larsmo,2008,5.2
Luumäki,2008,2.7
Malax,2008,13.4
Mariehamn,2008,17.0
Marttila,2008,10.2
Masku,2008,8.4
Merijärvi,2008,0.0
Merikarvia,2008,10.1
Miehikkälä,2008,17.9
Mikkeli,2008,16.1
Muhos,2008,20.3
Multia,2008,15.2
Muonio,2008,19.7
Korsholm,2008,10.4
Muurame,2008,15.5
Mynämäki,2008,18.2
Myrskylä,2008,17.7
Mäntsälä,2008,13.2
Mänttä-Vilppula,2008,14.0
Mäntyharju,2008,9.0
Naantali,2008,17.8
Nakkila,2008,14.6
Nivala,2008,12.0
Nokia,2008,16.8
Nousiainen,2008,11.6
Nurmes,2008,11.6
Nurmijärvi,2008,16.3
Närpes,2008,3.5
Orimattila,2008,13.0
Oripää,2008,14.8
Orivesi,2008,13.7
Oulainen,2008,14.1
Oulu,2008,17.4
Outokumpu,2008,8.9
Padasjoki,2008,8.0
Paimio,2008,17.6
Paltamo,2008,12.0
Pargas,2008,15.0
Parikkala,2008,10.7
Parkano,2008,11.0
Pedersöre,2008,5.7
Pelkosenniemi,2008,6.8
Pello,2008,7.7
Perho,2008,8.6
Pertunmaa,2008,7.6
Petäjävesi,2008,15.6
Pieksämäki,2008,12.1
Pielavesi,2008,11.0
Jakobstad,2008,12.9
Pihtipudas,2008,5.0
Pirkkala,2008,10.3
Polvijärvi,2008,8.8
Pomarkku,2008,7.3
Pori,2008,15.7
Pornainen,2008,9.0
Porvoo,2008,16.2
Posio,2008,6.5
Pudasjärvi,2008,9.9
Pukkila,2008,23.1
Punkalaidun,2008,17.5
Puolanka,2008,6.7
Puumala,2008,10.4
Pyhtää,2008,14.0
Pyhäjoki,2008,5.5
Pyhäjärvi,2008,14.1
Pyhäntä,2008,4.0
Pyhäranta,2008,4.9
Pälkäne,2008,16.0
Pöytyä,2008,13.4
Raahe,2008,10.9
Raasepori,2008,16.7
Raisio,2008,15.4
Rantasalmi,2008,14.2
Ranua,2008,6.8
Rauma,2008,15.9
Rautalampi,2008,8.1
Rautavaara,2008,15.0
Rautjärvi,2008,16.3
Reisjärvi,2008,11.4
Riihimäki,2008,21.4
Ristijärvi,2008,4.5
Rovaniemi,2008,18.5
Ruokolahti,2008,8.7
Ruovesi,2008,13.8
Rusko,2008,10.7
Rääkkylä,2008,2.4
Saarijärvi,2008,10.4
Salla,2008,5.4
Salo,2008,17.9
Saltvik,2008,7.6
Sastamala,2008,13.2
Sauvo,2008,5.6
Savitaipale,2008,5.4
Savonlinna,2008,16.8
Savukoski,2008,6.9
Seinäjoki,2008,15.5
Sievi,2008,10.4
Siikainen,2008,11.9
Siikajoki,2008,9.3
Siikalatva,2008,8.8
Siilinjärvi,2008,15.5
Simo,2008,6.6
Sipoo,2008,9.9
Siuntio,2008,12.0
Sodankylä,2008,9.6
Soini,2008,7.4
Somero,2008,8.8
Sonkajärvi,2008,12.6
Sotkamo,2008,13.8
Sottunga,2008,0.0
Sulkava,2008,8.7
Sund,2008,7.0
Suomussalmi,2008,15.5
Suonenjoki,2008,13.2
Sysmä,2008,11.3
Säkylä,2008,14.3
Taipalsaari,2008,12.3
Taivalkoski,2008,13.9
Taivassalo,2008,13.7
Tammela,2008,10.9
Tampere,2008,21.1
Tervo,2008,12.7
Tervola,2008,6.5
Teuva,2008,5.3
Tohmajärvi,2008,7.5
Toholampi,2008,3.4
Toivakka,2008,11.4
Tornio,2008,13.3
Turku,2008,23.0
Tuusniemi,2008,11.7
Tuusula,2008,15.8
Tyrnävä,2008,12.9
Ulvila,2008,9.9
Urjala,2008,13.9
Utajärvi,2008,9.7
Utsjoki,2008,12.0
Uurainen,2008,1.9
Nykarleby,2008,14.7
Uusikaupunki,2008,12.9
Vaala,2008,6.2
Vaasa,2008,17.6
Valkeakoski,2008,13.8
Vantaa,2008,19.4
Varkaus,2008,13.7
Vehmaa,2008,21.2
Vesanto,2008,5.9
Vesilahti,2008,13.7
Veteli,2008,8.6
Vieremä,2008,14.9
Vihti,2008,16.7
Viitasaari,2008,10.8
Vimpeli,2008,7.4
Virolahti,2008,12.7
Virrat,2008,10.7
Vårdö,2008,0.0
Vöyri,2008,8.9
Ylitornio,2008,10.5
Ylivieska,2008,12.1
Ylöjärvi,2008,13.3
Ypäjä,2008,13.9
Ähtäri,2008,14.2
Äänekoski,2008,17.6
Akaa,2009,16.2
Alajärvi,2009,8.4
Alavieska,2009,12.5
Alavus,2009,8.4
Asikkala,2009,9.8
Askola,2009,19.9
Aura,2009,10.8
Brändö,2009,0.0
Eckerö,2009,14.5
Enonkoski,2009,12.5
Enontekiö,2009,0.0
Espoo,2009,16.3
Eura,2009,12.8
Eurajoki,2009,11.0
Evijärvi,2009,2.3
Finström,2009,14.6
Forssa,2009,21.0
Föglö,2009,12.3
Geta,2009,18.2
Haapajärvi,2009,7.9
Haapavesi,2009,14.0
Hailuoto,2009,13.7
Halsua,2009,0.0
Hamina,2009,17.9
Hammarland,2009,14.4
Hankasalmi,2009,27.1
Hanko,2009,13.4
Harjavalta,2009,22.5
Hartola,2009,17.8
Hattula,2009,10.5
Hausjärvi,2009,10.8
Heinola,2009,16.4
Heinävesi,2009,9.5
Helsinki,2009,23.6
Hirvensalmi,2009,5.7
Hollola,2009,14.2
Huittinen,2009,17.9
Humppila,2009,5.0
Hyrynsalmi,2009,12.1
Hyvinkää,2009,20.0
Hämeenkyrö,2009,15.7
Hämeenlinna,2009,19.8
Ii,2009,15.7
Iisalmi,2009,19.0
Iitti,2009,16.3
Ikaalinen,2009,14.6
Ilmajoki,2009,13.7
Ilomantsi,2009,15.9
Imatra,2009,13.8
Inari,2009,26.6
Ingå,2009,14.8
Isojoki,2009,21.7
Isokyrö,2009,9.3
Janakkala,2009,11.7
Joensuu,2009,19.0
Jokioinen,2009,15.3
Jomala,2009,6.5
Joroinen,2009,16.9
Joutsa,2009,7.2
Juuka,2009,15.1
Juupajoki,2009,19.2
Juva,2009,17.1
Jyväskylä,2009,18.9
Jämijärvi,2009,3.2
Jämsä,2009,18.1
Järvenpää,2009,18.7
Kaarina,2009,15.2
Kaavi,2009,11.9
Kajaani,2009,15.2
Kalajoki,2009,7.9
Kangasala,2009,15.7
Kangasniemi,2009,12.2
Kankaanpää,2009,16.2
Kannonkoski,2009,19.9
Kannus,2009,17.0
Karijoki,2009,9.3
Karkkila,2009,17.7
Karstula,2009,5.9
Karvia,2009,2.8
Kaskinen,2009,7.9
Kauhajoki,2009,13.8
Kauhava,2009,11.5
Kauniainen,2009,11.1
Kaustinen,2009,11.4
Keitele,2009,13.0
Kemi,2009,16.2
Kemijärvi,2009,10.4
Keminmaa,2009,12.4
Kimitoön,2009,9.5
Kempele,2009,18.0
Kerava,2009,15.5
Keuruu,2009,15.2
Kihniö,2009,5.4
Kinnula,2009,4.0
Kirkkonummi,2009,15.5
Kitee,2009,18.0
Kittilä,2009,12.2
Kiuruvesi,2009,13.2
Kivijärvi,2009,0.0
Kokemäki,2009,19.2
Kokkola,2009,14.7
Kolari,2009,13.7
Konnevesi,2009,9.8
Kontiolahti,2009,13.6
Korsnäs,2009,11.3
Koski Tl,2009,3.2
Kotka,2009,18.2
Kouvola,2009,16.3
Kristinestad,2009,2.6
Kronoby,2009,10.4
Kuhmo,2009,10.2
Kuhmoinen,2009,2.7
Kumlinge,2009,0.0
Kuopio,2009,16.2
Kuortane,2009,11.0
Kurikka,2009,13.8
Kustavi,2009,8.1
Kuusamo,2009,14.1
Kyyjärvi,2009,4.1
Kärkölä,2009,14.7
Kärsämäki,2009,4.5
Kökar,2009,27.0
Lahti,2009,20.8
Laihia,2009,10.4
Laitila,2009,10.3
Lapinjärvi,2009,14.3
Lapinlahti,2009,9.3
Lappajärvi,2009,9.0
Lappeenranta,2009,19.2
Lapua,2009,10.0
Laukaa,2009,11.6
Lemi,2009,12.3
Lemland,2009,10.5
Lempäälä,2009,9.6
Leppävirta,2009,10.3
Lestijärvi,2009,0.0
Lieksa,2009,11.8
Lieto,2009,11.3
Liminka,2009,14.5
Liperi,2009,14.9
Lohja,2009,14.8
Loimaa,2009,13.1
Loppi,2009,10.5
Loviisa,2009,13.5
Luhanka,2009,10.0
Lumijoki,2009,3.3
Lumparland,2009,0.0
Larsmo,2009,5.1
Luumäki,2009,6.7
Malax,2009,8.7
Mariehamn,2009,21.6
Marttila,2009,3.3
Masku,2009,9.4
Merijärvi,2009,5.9
Merikarvia,2009,10.3
Miehikkälä,2009,12.0
Mikkeli,2009,18.6
Muhos,2009,14.1
Multia,2009,11.8
Muonio,2009,5.6
Korsholm,2009,7.1
Muurame,2009,19.4
Mynämäki,2009,10.7
Myrskylä,2009,14.7
Mäntsälä,2009,11.8
Mänttä-Vilppula,2009,9.6
Mäntyharju,2009,9.2
Naantali,2009,18.5
Nakkila,2009,14.9
Nivala,2009,10.0
Nokia,2009,15.4
Nousiainen,2009,9.3
Nurmes,2009,9.8
Nurmijärvi,2009,17.8
Närpes,2009,8.7
Orimattila,2009,11.7
Oripää,2009,19.8
Orivesi,2009,19.5
Oulainen,2009,10.9
Oulu,2009,17.6
Outokumpu,2009,13.5
Padasjoki,2009,8.1
Paimio,2009,17.5
Paltamo,2009,10.5
Pargas,2009,10.9
Parikkala,2009,10.9
Parkano,2009,11.2
Pedersöre,2009,4.2
Pelkosenniemi,2009,13.7
Pello,2009,12.6
Perho,2009,0.0
Pertunmaa,2009,19.2
Petäjävesi,2009,10.1
Pieksämäki,2009,14.2
Pielavesi,2009,12.7
Jakobstad,2009,10.7
Pihtipudas,2009,20.7
Pirkkala,2009,12.9
Polvijärvi,2009,7.4
Pomarkku,2009,7.4
Pori,2009,18.4
Pornainen,2009,13.4
Porvoo,2009,16.1
Posio,2009,8.3
Pudasjärvi,2009,8.4
Pukkila,2009,20.3
Punkalaidun,2009,17.6
Puolanka,2009,9.2
Puumala,2009,0.0
Pyhtää,2009,10.1
Pyhäjoki,2009,7.3
Pyhäjärvi,2009,9.6
Pyhäntä,2009,20.5
Pyhäranta,2009,2.5
Pälkäne,2009,18.0
Pöytyä,2009,11.0
Raahe,2009,12.5
Raasepori,2009,14.3
Raisio,2009,15.6
Rantasalmi,2009,8.1
Ranua,2009,3.4
Rauma,2009,18.1
Rautalampi,2009,18.8
Rautavaara,2009,7.7
Rautjärvi,2009,14.8
Reisjärvi,2009,2.3
Riihimäki,2009,20.4
Ristijärvi,2009,13.8
Rovaniemi,2009,18.4
Ruokolahti,2009,15.5
Ruovesi,2009,14.0
Rusko,2009,8.9
Rääkkylä,2009,9.9
Saarijärvi,2009,17.9
Salla,2009,14.8
Salo,2009,17.2
Saltvik,2009,7.8
Sastamala,2009,14.3
Sauvo,2009,11.3
Savitaipale,2009,13.2
Savonlinna,2009,18.9
Savukoski,2009,7.1
Seinäjoki,2009,15.1
Sievi,2009,7.8
Siikainen,2009,4.0
Siikajoki,2009,5.8
Siikalatva,2009,12.5
Siilinjärvi,2009,14.7
Simo,2009,3.3
Sipoo,2009,14.3
Siuntio,2009,11.0
Sodankylä,2009,8.9
Soini,2009,5.1
Somero,2009,13.5
Sonkajärvi,2009,6.9
Sotkamo,2009,11.5
Sottunga,2009,0.0
Sulkava,2009,13.7
Sund,2009,0.0
Suomussalmi,2009,18.3
Suonenjoki,2009,10.7
Sysmä,2009,22.0
Säkylä,2009,11.0
Taipalsaari,2009,7.9
Taivalkoski,2009,9.5
Taivassalo,2009,21.6
Tammela,2009,6.4
Tampere,2009,20.9
Tervo,2009,16.7
Tervola,2009,8.6
Teuva,2009,8.6
Tohmajärvi,2009,17.8
Toholampi,2009,12.4
Toivakka,2009,11.3
Tornio,2009,13.4
Turku,2009,21.4
Tuusniemi,2009,19.1
Tuusula,2009,14.7
Tyrnävä,2009,5.2
Ulvila,2009,17.7
Urjala,2009,13.1
Utajärvi,2009,17.0
Utsjoki,2009,6.3
Uurainen,2009,1.9
Nykarleby,2009,4.9
Uusikaupunki,2009,11.7
Vaala,2009,14.7
Vaasa,2009,15.6
Valkeakoski,2009,14.5
Vantaa,2009,20.1
Varkaus,2009,16.2
Vehmaa,2009,10.8
Vesanto,2009,6.0
Vesilahti,2009,5.4
Veteli,2009,15.8
Vieremä,2009,20.3
Vihti,2009,19.0
Viitasaari,2009,15.2
Vimpeli,2009,9.4
Virolahti,2009,8.8
Virrat,2009,10.9
Vårdö,2009,0.0
Vöyri,2009,9.0
Ylitornio,2009,7.7
Ylivieska,2009,9.7
Ylöjärvi,2009,14.2
Ypäjä,2009,13.7
Ähtäri,2009,12.4
Äänekoski,2009,13.7
Akaa,2010,11.8
Alajärvi,2010,6.8
Alavieska,2010,7.5
Alavus,2010,10.1
Asikkala,2010,13.1
Askola,2010,8.7
Aura,2010,13.9
Brändö,2010,0.0
Eckerö,2010,7.2
Enonkoski,2010,24.8
Enontekiö,2010,11.1
Espoo,2010,17.5
Eura,2010,12.0
Eurajoki,2010,7.9
Evijärvi,2010,0.0
Finström,2010,17.9
Forssa,2010,24.8
Föglö,2010,0.0
Geta,2010,0.0
Haapajärvi,2010,10.6
Haapavesi,2010,13.3
Hailuoto,2010,21.7
Halsua,2010,4.7
Hamina,2010,20.0
Hammarland,2010,9.8
Hankasalmi,2010,8.1
Hanko,2010,23.9
Harjavalta,2010,17.5
Hartola,2010,22.4
Hattula,2010,10.1
Hausjärvi,2010,15.8
Heinola,2010,12.1
Heinävesi,2010,21.9
Helsinki,2010,22.6
Hirvensalmi,2010,8.7
Hollola,2010,12.7
Huittinen,2010,8.1
Humppila,2010,7.3
Hyrynsalmi,2010,14.9
Hyvinkää,2010,21.7
Hämeenkyrö,2010,14.9
Hämeenlinna,2010,20.0
Ii,2010,14.3
Iisalmi,2010,12.6
Iitti,2010,14.7
Ikaalinen,2010,14.0
Ilmajoki,2010,9.7
Ilomantsi,2010,10.5
Imatra,2010,15.6
Inari,2010,21.7
Ingå,2010,15.0
Isojoki,2010,15.7
Isokyrö,2010,13.3
Janakkala,2010,16.4
Joensuu,2010,19.3
Jokioinen,2010,30.2
Jomala,2010,8.0
Joroinen,2010,13.5
Joutsa,2010,13.2
Juuka,2010,20.9
Juupajoki,2010,13.0
Juva,2010,13.3
Jyväskylä,2010,17.8
Jämijärvi,2010,9.7
Jämsä,2010,18.7
Järvenpää,2010,15.9
Kaarina,2010,14.0
Kaavi,2010,14.3
Kajaani,2010,19.7
Kalajoki,2010,10.0
Kangasala,2010,18.4
Kangasniemi,2010,13.7
Kankaanpää,2010,16.1
Kannonkoski,2010,0.0
Kannus,2010,13.0
Karijoki,2010,14.1
Karkkila,2010,20.8
Karstula,2010,14.9
Karvia,2010,5.7
Kaskinen,2010,0.0
Kauhajoki,2010,16.5
Kauhava,2010,10.3
Kauniainen,2010,15.4
Kaustinen,2010,12.9
Keitele,2010,16.0
Kemi,2010,20.7
Kemijärvi,2010,15.1
Keminmaa,2010,10.5
Kimitoön,2010,8.8
Kempele,2010,15.2
Kerava,2010,18.2
Keuruu,2010,12.5
Kihniö,2010,2.7
Kinnula,2010,4.1
Kirkkonummi,2010,13.7
Kitee,2010,11.8
Kittilä,2010,20.6
Kiuruvesi,2010,12.0
Kivijärvi,2010,11.2
Kokemäki,2010,12.0
Kokkola,2010,14.9
Kolari,2010,19.7
Konnevesi,2010,19.6
Kontiolahti,2010,14.1
Korsnäs,2010,8.6
Koski Tl,2010,13.1
Kotka,2010,16.5
Kouvola,2010,18.9
Kristinestad,2010,10.0
Kronoby,2010,3.5
Kuhmo,2010,7.7
Kuhmoinen,2010,14.5
Kumlinge,2010,0.0
Kuopio,2010,19.0
Kuortane,2010,4.7
Kurikka,2010,10.7
Kustavi,2010,0.0
Kuusamo,2010,10.6
Kyyjärvi,2010,8.6
Kärkölä,2010,18.9
Kärsämäki,2010,14.1
Kökar,2010,0.0
Lahti,2010,18.9
Laihia,2010,10.4
Laitila,2010,12.2
Lapinjärvi,2010,12.2
Lapinlahti,2010,14.7
Lappajärvi,2010,0.0
Lappeenranta,2010,18.2
Lapua,2010,11.3
Laukaa,2010,10.9
Lemi,2010,8.1
Lemland,2010,10.5
Lempäälä,2010,16.5
Leppävirta,2010,15.5
Lestijärvi,2010,15.0
Lieksa,2010,8.7
Lieto,2010,13.7
Liminka,2010,14.9
Liperi,2010,14.8
Lohja,2010,20.0
Loimaa,2010,15.1
Loppi,2010,13.5
Loviisa,2010,11.0
Luhanka,2010,0.0
Lumijoki,2010,6.3
Lumparland,2010,0.0
Larsmo,2010,1.3
Luumäki,2010,8.2
Malax,2010,9.9
Mariehamn,2010,18.7
Marttila,2010,13.5
Masku,2010,7.9
Merijärvi,2010,5.8
Merikarvia,2010,8.4
Miehikkälä,2010,21.9
Mikkeli,2010,18.2
Muhos,2010,10.4
Multia,2010,16.7
Muonio,2010,11.6
Korsholm,2010,8.8
Muurame,2010,12.5
Mynämäki,2010,13.0
Myrskylä,2010,14.9
Mäntsälä,2010,11.2
Mänttä-Vilppula,2010,10.4
Mäntyharju,2010,7.0
Naantali,2010,17.3
Nakkila,2010,13.0
Nivala,2010,10.9
Nokia,2010,15.5
Nousiainen,2010,11.6
Nurmes,2010,12.1
Nurmijärvi,2010,14.9
Närpes,2010,8.9
Orimattila,2010,13.9
Oripää,2010,14.9
Orivesi,2010,9.2
Oulainen,2010,11.0
Oulu,2010,17.7
Outokumpu,2010,12.9
Padasjoki,2010,14.3
Paimio,2010,16.0
Paltamo,2010,20.1
Pargas,2010,13.0
Parikkala,2010,13.7
Parkano,2010,13.4
Pedersöre,2010,3.1
Pelkosenniemi,2010,14.8
Pello,2010,11.2
Perho,2010,4.4
Pertunmaa,2010,24.3
Petäjävesi,2010,5.0
Pieksämäki,2010,16.1
Pielavesi,2010,10.1
Jakobstad,2010,10.1
Pihtipudas,2010,10.4
Pirkkala,2010,15.5
Polvijärvi,2010,12.0
Pomarkku,2010,17.9
Pori,2010,17.9
Pornainen,2010,10.1
Porvoo,2010,16.9
Posio,2010,6.9
Pudasjärvi,2010,11.9
Pukkila,2010,10.2
Punkalaidun,2010,4.5
Puolanka,2010,7.1
Puumala,2010,5.7
Pyhtää,2010,14.7
Pyhäjoki,2010,12.9
Pyhäjärvi,2010,17.4
Pyhäntä,2010,12.6
Pyhäranta,2010,10.1
Pälkäne,2010,10.4
Pöytyä,2010,20.1
Raahe,2010,15.8
Raasepori,2010,17.5
Raisio,2010,16.7
Rantasalmi,2010,18.6
Ranua,2010,12.0
Rauma,2010,17.5
Rautalampi,2010,4.3
Rautavaara,2010,12.0
Rautjärvi,2010,17.0
Reisjärvi,2010,9.2
Riihimäki,2010,17.5
Ristijärvi,2010,9.1
Rovaniemi,2010,19.3
Ruokolahti,2010,14.9
Ruovesi,2010,11.5
Rusko,2010,10.9
Rääkkylä,2010,7.5
Saarijärvi,2010,15.8
Salla,2010,17.0
Salo,2010,16.6
Saltvik,2010,32.8
Sastamala,2010,16.6
Sauvo,2010,1.9
Savitaipale,2010,11.8
Savonlinna,2010,11.8
Savukoski,2010,7.3
Seinäjoki,2010,16.9
Sievi,2010,3.9
Siikainen,2010,8.2
Siikajoki,2010,5.8
Siikalatva,2010,11.9
Siilinjärvi,2010,15.2
Simo,2010,1.7
Sipoo,2010,11.8
Siuntio,2010,14.5
Sodankylä,2010,18.0
Soini,2010,2.6
Somero,2010,16.9
Sonkajärvi,2010,7.1
Sotkamo,2010,12.2
Sottunga,2010,0.0
Sulkava,2010,7.0
Sund,2010,6.7
Suomussalmi,2010,15.0
Suonenjoki,2010,16.6
Sysmä,2010,18.3
Säkylä,2010,17.3
Taipalsaari,2010,11.4
Taivalkoski,2010,8.3
Taivassalo,2010,3.7
Tammela,2010,10.2
Tampere,2010,21.3
Tervo,2010,4.2
Tervola,2010,6.7
Teuva,2010,12.1
Tohmajärvi,2010,15.9
Toholampi,2010,5.4
Toivakka,2010,8.5
Tornio,2010,12.2
Turku,2010,23.5
Tuusniemi,2010,14.3
Tuusula,2010,16.2
Tyrnävä,2010,10.3
Ulvila,2010,13.8
Urjala,2010,10.6
Utajärvi,2010,4.7
Utsjoki,2010,6.2
Uurainen,2010,14.9
Nykarleby,2010,7.5
Uusikaupunki,2010,12.9
Vaala,2010,17.1
Vaasa,2010,15.6
Valkeakoski,2010,19.9
Vantaa,2010,20.8
Varkaus,2010,18.2
Vehmaa,2010,16.3
Vesanto,2010,15.4
Vesilahti,2010,9.5
Veteli,2010,8.8
Vieremä,2010,12.0
Vihti,2010,14.1
Viitasaari,2010,7.2
Vimpeli,2010,15.0
Virolahti,2010,18.0
Virrat,2010,11.2
Vårdö,2010,0.0
Vöyri,2010,5.1
Ylitornio,2010,14.3
Ylivieska,2010,13.7
Ylöjärvi,2010,15.1
Ypäjä,2010,5.6
