Municipality,Year,0
Toivakka,2014,-8.246185457058514
Toivakka,2015,-9.746864475347488
Toivakka,2016,-5.783400862346443
Toivakka,2017,-7.222371944396613
Toivakka,2018,-5.6909870523331305
Toivakka,2019,-2.831855520459756
Toivakka,2020,-6.001676250607346
Toivakka,2021,-5.483393974609576
Toivakka,2022,-3.771876470416777
Toivakka,2023,-3.6697960880755276
Tornio,1997,-3.8988884828616914
Tornio,1998,-4.538153141107877
Tornio,1999,-1.9026349855130409
Tornio,2000,-3.1794666702343033
Tornio,2001,-1.593110030175658
Tornio,2002,-0.6201980805411519
Tornio,2003,-0.3258192580626966
Tornio,2004,0.12845558126465123
Tornio,2005,0.8879593129668142
Tornio,2006,3.77775007008424
Tornio,2007,1.9938736402647859
Tornio,2008,4.0722299027287825
Tornio,2009,0.4028813274964307
Tornio,2010,-0.729662940838512
Tornio,2011,-1.7112925175489502
Tornio,2012,-3.5219661901156263
Tornio,2013,-2.746361180242304
Tornio,2014,-2.43327945821101
Tornio,2015,-4.647029873720662
Tornio,2016,-1.3141226753024082
Tornio,2017,3.404378333540138
Tornio,2018,3.835728021861997
Tornio,2019,2.874952544736152
Tornio,2020,-0.7254267128517415
Tornio,2021,3.064319785853682
Tornio,2022,4.86801681272776
Tornio,2023,6.48412741140309
Turku,1997,-3.5254063531250357
Turku,1998,-2.4005683859829046
Turku,1999,-1.5204008174041777
Turku,2000,0.3357838422874143
Turku,2001,1.3176681288147711
Turku,2002,0.9095813404197153
Turku,2003,2.069988086003992
Turku,2004,2.0361927812705995
Turku,2005,4.1618545903201545
Turku,2006,4.134904676011887
Turku,2007,5.650797449190823
Turku,2008,4.914025843261799
Turku,2009,5.4149806076976645
Turku,2010,4.175176928728831
Turku,2011,4.608803662176693
Turku,2012,4.01861277429445
Turku,2013,3.5307095845438705
Turku,2014,2.0974085954697244
Turku,2015,2.8949759302719786
Turku,2016,2.789680669002343
Turku,2017,3.0805096421235145
Turku,2018,4.7931093207407764
Turku,2019,6.429004119478619
Turku,2020,6.2211689471771265
Turku,2021,7.992097468260046
Turku,2022,7.959010260214642
Turku,2023,8.019672566009817
Tuusniemi,1997,9.997050495501503
Tuusniemi,1998,12.536018962605068
Tuusniemi,1999,9.99828063587161
Tuusniemi,2000,10.246103966395387
Tuusniemi,2001,11.243926993907357
Tuusniemi,2002,10.807219853531265
Tuusniemi,2003,13.273917278282418
Tuusniemi,2004,14.930797489642668
Tuusniemi,2005,12.493728115715843
Tuusniemi,2006,11.378359314552705
Tuusniemi,2007,14.414240096005964
Tuusniemi,2008,14.513258073703417
Tuusniemi,2009,9.712203832216684
Tuusniemi,2010,8.914050660973059
Tuusniemi,2011,8.199812268945962
Tuusniemi,2012,5.415328069304574
Tuusniemi,2013,8.20665272913178
Tuusniemi,2014,8.015138330768643
Tuusniemi,2015,5.507971543744572
Tuusniemi,2016,5.819858537432348
Tuusniemi,2017,12.361456984934257
Tuusniemi,2018,15.304792435035989
Tuusniemi,2019,16.81680482571728
Tuusniemi,2020,16.92127147091149
Tuusniemi,2021,16.9619005134756
Tuusniemi,2022,19.3390679797887
Tuusniemi,2023,22.632218662789562
Tuusula,1997,-7.752020823921629
Tuusula,1998,-7.672430570901472
Tuusula,1999,-7.205389228430866
Tuusula,2000,-6.255381196260691
Tuusula,2001,-5.116195555364992
Tuusula,2002,-4.455802974875967
Tuusula,2003,-4.167993824726418
Tuusula,2004,-4.254580347794941
Tuusula,2005,-2.309415816377099
Tuusula,2006,-2.5949282875360073
Tuusula,2007,-2.7031076836568513
Tuusula,2008,-1.3159172100689598
Tuusula,2009,-0.46485815534986474
Tuusula,2010,-1.8974823924026285
Tuusula,2011,-2.0016882507432223
Tuusula,2012,-2.0239739776112535
Tuusula,2013,-2.3076110361418047
Tuusula,2014,-3.382056337327508
Tuusula,2015,-3.9539893330935656
Tuusula,2016,-5.949851467099762
Tuusula,2017,-2.4742754914757263
Tuusula,2018,1.9351306652920646
Tuusula,2019,2.3234663829481095
Tuusula,2020,4.154140555898131
Tuusula,2021,3.6288853712235607
Tuusula,2022,3.794015028683093
Tuusula,2023,3.6293190561648645
Tyrnävä,1997,-4.14574159899372
Tyrnävä,1998,-3.9150144127464106
Tyrnävä,1999,-4.181315994862055
Tyrnävä,2000,-5.009573670271572
Tyrnävä,2001,-4.710092900732239
Tyrnävä,2002,-6.194502422618833
Tyrnävä,2003,-5.82296616150927
Tyrnävä,2004,-5.848774059698572
Tyrnävä,2005,-4.504201270678041
Tyrnävä,2006,-1.4482868810652776
Tyrnävä,2007,-3.3424663459477797
Tyrnävä,2008,-2.250500813217865
Tyrnävä,2009,-0.560751536796651
Tyrnävä,2010,-2.7584377966684075
Tyrnävä,2011,-2.4521163364661116
Tyrnävä,2012,-2.702803413084056
Tyrnävä,2013,-3.3596207187948814
Tyrnävä,2014,-6.106955296457983
Tyrnävä,2015,-6.956656432085008
Tyrnävä,2016,-6.368114166712399
Tyrnävä,2017,-1.259519356615637
Tyrnävä,2018,0.06272421337969902
Tyrnävä,2019,0.11342156357775446
Tyrnävä,2020,-0.11344157160043677
Tyrnävä,2021,2.3292951465627136
Tyrnävä,2022,1.6688489243678246
Tyrnävä,2023,4.560896656945271
Ulvila,1997,-9.409986613542118
Ulvila,1998,-8.151760439043903
Ulvila,1999,-6.652251264951272
Ulvila,2000,-6.305010897050556
Ulvila,2001,-5.461781054087468
Ulvila,2002,-4.320247033304649
Ulvila,2003,-3.944463797962155
Ulvila,2004,-3.4567917711579255
Ulvila,2005,-2.616746174481164
Ulvila,2006,-0.7953433715872671
Ulvila,2007,-0.8225863458926534
Ulvila,2008,0.046716280795810194
Ulvila,2009,0.7882745040405011
Ulvila,2010,0.3407268897762735
Ulvila,2011,-0.9146788180370655
Ulvila,2012,-0.4501846468858267
